tool_temp_c,part_temp_c,vibration_x_mm_s,vibration_y_mm_s,press_force_ton,contact_force_kn,cycle_time_s,energy_kwh,lubricant_flow_lmin,is_anomaly
424.65,842.26,2.83,2.95,218.25,175.8,17.83,23.75,4.61,0
430.3792183038673,864.6744999161581,2.8924122002389954,2.6212711799461768,243.16905034221492,180.64212212061034,20.641218092209186,26.20244803574455,5.992353242627518,0
434.36,896.51,3.56,3.43,227.16,178.88,17.28,26.39,5.69,0
430.34,858.01,2.84,3.01,244.83,195.32,15.85,23.28,4.89,0
416.98,853.92,2.78,4.18,243.53,196.25,15.0,25.43,4.05,0
432.87,856.03,3.48,2.91,237.76,185.99,18.17,22.87,5.68,0
421.95,849.59,3.13,2.75,217.66,174.41,19.69,22.68,5.8,0
436.73,814.2,2.3,2.75,232.78,185.92,17.5,21.86,4.91,0
429.44,836.97,2.5,4.19,210.57,164.82,16.95,22.58,4.67,0
430.56,837.31,2.48,3.51,231.52,185.1,19.35,23.47,4.99,0
444.31,839.77,2.36,2.85,232.74,194.31,20.76,24.53,5.22,0
432.77,870.02,4.31,2.84,239.03,194.98,18.82,23.15,5.4,0
429.54,888.38,4.58,1.83,229.62,186.7,17.23,25.53,4.42,0
421.61,845.88,3.48,2.76,230.99,178.56,17.58,22.7,5.77,0
451.4,853.66,2.05,2.66,231.16,177.56,18.54,25.64,4.12,0
438.94,855.02,2.69,3.75,224.28,181.24,17.55,23.86,4.39,0
428.7,839.94,2.76,3.99,215.66,171.24,19.42,21.74,4.57,0
434.39,858.71,3.14,4.24,227.01,179.51,17.72,25.75,4.42,0
442.13,860.37,2.21,2.84,234.82,192.62,17.18,26.19,4.83,0
428.0,828.5,3.33,3.51,238.04,188.67,17.06,21.61,5.61,0
455.94,843.61,3.61,2.67,237.73,189.38,20.19,25.54,4.89,0
434.92,874.81,3.22,3.51,236.52,194.72,18.19,25.11,5.66,0
428.95,831.24,3.34,3.01,239.32,191.64,18.34,24.21,5.0,0
438.68,859.72,3.29,1.09,231.86,186.18,20.91,26.64,4.9,0
426.84,850.71,4.42,2.7,235.66,175.0,19.01,24.32,5.34,0
447.3,883.96,2.91,3.04,230.43,177.95,22.32,25.19,5.25,0
425.89,822.15,3.58,3.35,221.62,179.33,19.33,26.21,4.78,0
424.15,863.47,4.67,2.12,220.12,181.67,18.8,25.21,5.41,0
419.92,839.18,2.35,3.02,242.2,198.05,19.81,22.29,4.85,0
413.86,868.26,3.87,1.92,248.88,203.89,19.11,26.71,5.45,0
415.73,862.09,2.58,3.24,232.52,182.34,17.52,24.6,5.54,0
432.81,842.68,3.34,2.49,236.51,187.67,16.06,21.1,4.9,0
416.32,861.78,2.9,2.45,235.3,188.69,17.09,25.18,4.79,0
417.2,848.51,2.1,3.33,225.67,171.14,15.0,23.0,6.19,0
416.03,854.27,2.4,4.07,233.16,193.3,16.58,24.72,5.1,0
439.18,831.21,2.73,3.54,226.92,181.17,18.19,25.43,4.9,0
440.02,838.34,2.74,3.15,230.04,179.08,18.59,24.82,3.99,0
414.51,825.85,1.45,3.77,220.9,175.84,16.73,22.63,6.16,0
441.77,856.93,3.6,2.52,226.89,180.82,19.99,26.72,5.23,0
430.89,825.23,3.51,3.58,247.58,208.97,18.87,20.85,5.4,0
433.5,877.45,3.14,2.51,235.31,196.03,19.36,24.74,4.35,0
427.47,819.44,4.19,1.52,222.53,178.91,17.89,21.88,4.96,0
435.55,818.08,3.19,3.92,245.55,191.99,16.41,23.45,5.54,0
443.28,858.88,1.91,2.18,224.15,171.15,16.75,25.39,5.08,0
414.469545055327,832.5546219314093,2.7367416431785316,1.7883183641055205,216.9336195709809,182.92511798681684,19.58442094977008,24.86119913262524,4.644820878506024,0
451.92,900.72,3.13,2.34,214.9,168.25,19.25,30.42,6.03,1
426.65,846.71,3.34,2.5,232.27,177.35,17.72,22.56,4.64,0
437.77,873.2,3.12,2.43,233.06,191.13,16.78,24.49,5.03,0
463.58,882.52,3.34,3.62,247.09,189.36,19.25,26.62,5.63,1
419.16,846.2,3.18,2.84,222.57,171.23,17.43,21.77,5.81,0
428.02,845.81,3.2,2.49,224.55,188.54,15.0,23.7,4.74,0
423.47,829.37,3.95,3.38,225.4,184.92,16.03,21.98,4.97,0
431.43,850.47,3.6,3.2,227.82,186.62,18.69,26.99,4.77,0
420.35,871.0,2.04,2.79,224.64,182.91,15.67,23.76,4.27,0
474.56,905.01,2.99,2.9,221.67,159.75,20.55,30.2,5.76,1
434.65,862.63,4.07,3.31,228.72,183.08,20.69,26.86,5.57,0
428.0,852.13,2.85,3.6,223.21,179.47,16.85,22.73,5.75,0
447.11,846.85,3.26,3.95,223.46,174.6,17.26,25.71,4.4,0
436.79,851.64,3.41,2.94,225.9,187.25,18.77,24.37,5.24,0
426.68,841.71,2.89,4.36,226.08,172.68,18.26,23.38,5.14,0
433.18,839.98,2.17,3.82,241.52,191.2,16.19,22.7,4.68,0
445.66,834.25,3.41,3.03,223.35,178.92,16.5,23.08,4.57,0
433.57,863.29,2.02,4.62,228.05,186.59,15.15,25.69,5.06,0
436.85,845.81,3.91,2.97,232.88,177.37,18.5,24.6,5.28,0
435.7,863.44,3.58,2.93,240.09,198.14,19.89,24.55,5.23,0
431.09,873.29,2.99,3.78,231.9,182.18,18.18,25.11,5.06,0
425.0,838.18,2.76,2.73,220.23,172.54,15.59,22.12,5.73,0
430.15,831.83,3.13,2.45,228.98,179.3,15.96,23.06,5.81,0
423.08,832.14,3.19,3.14,235.33,191.69,16.82,23.24,5.1,0
436.66,849.86,2.51,3.09,225.04,183.56,15.27,24.83,5.12,0
423.28,844.63,3.07,3.03,231.53,178.23,18.14,22.76,5.37,0
429.33,874.61,3.59,3.76,229.97,188.21,15.62,24.3,3.96,0
449.34,850.13,3.54,3.21,222.32,180.86,18.43,23.97,5.1,0
444.51,856.03,2.8,4.15,236.08,197.4,18.34,24.92,5.08,0
427.17,839.71,2.24,4.16,217.66,175.56,19.27,23.15,4.92,0
490.49,899.17,2.02,1.69,226.47,180.35,24.78,28.5,5.44,1
436.53,845.08,3.83,4.19,236.83,189.44,16.2,25.32,4.63,0
419.88,845.81,1.94,3.64,227.61,185.55,18.97,23.83,5.2,0
434.27,862.18,3.9,3.09,237.15,187.48,17.97,26.27,4.65,0
417.75,821.86,3.35,3.28,238.72,186.73,16.67,21.18,5.77,0
424.58,837.76,3.06,3.53,223.54,176.93,16.8,23.46,4.23,0
431.27,885.34,2.59,3.91,244.21,187.15,18.17,26.58,5.63,0
414.93,828.11,3.74,2.76,242.89,194.56,17.19,23.46,4.91,0
424.77,865.06,3.7,4.08,176.14,158.15,18.69,25.28,4.75,1
454.1,872.39,2.98,1.73,232.91,185.48,17.54,25.16,5.07,0
419.17,874.03,2.77,3.74,224.31,180.94,21.01,26.96,5.07,0
425.63,822.79,4.36,3.32,221.65,173.76,15.0,23.4,6.19,0
434.38,823.07,3.74,2.12,222.17,170.52,19.33,22.52,4.23,0
444.78,841.82,4.24,4.45,219.41,171.8,18.46,23.68,4.57,0
440.58,842.63,2.93,2.3,231.73,178.85,19.57,26.13,4.59,0
437.61,861.09,3.41,1.9,233.65,185.46,17.88,22.65,4.55,0
422.4,834.4,3.6,2.39,239.89,183.16,20.06,24.24,4.61,0
408.48,856.04,2.26,3.34,234.39,192.1,15.93,24.93,4.93,0
419.47,850.98,2.71,3.01,224.05,174.98,16.23,24.58,5.14,0
429.28,842.03,2.59,3.51,216.07,173.12,17.65,24.65,5.3,0
423.0,853.54,2.79,2.58,242.22,198.77,16.66,22.56,5.17,0
418.46,836.27,2.37,4.19,240.27,191.07,15.04,21.4,4.09,0
409.5,848.54,2.73,3.61,212.83,163.16,18.12,23.81,4.56,0
415.98,839.81,2.48,2.3,227.46,179.14,18.98,23.26,4.9,0
434.81,865.04,3.83,2.35,220.84,176.91,19.39,25.66,4.25,0
428.83,817.06,2.15,2.4,232.49,183.75,17.92,22.95,5.24,0
431.76,838.38,3.51,1.73,234.95,183.21,18.21,23.62,4.65,0
430.36,829.34,2.87,3.34,243.62,194.52,18.47,22.09,6.15,0
446.2,850.79,1.9,1.75,237.92,198.92,16.36,25.13,4.8,0
437.9,845.65,2.68,3.41,236.64,187.05,16.29,23.73,5.42,0
441.55,845.66,3.07,3.98,231.58,186.02,19.04,23.97,4.86,0
440.49,846.37,2.96,2.42,230.91,187.05,17.87,25.34,4.7,0
433.28,845.32,3.08,3.22,245.79,206.96,18.31,23.65,4.46,0
415.35,850.19,3.33,3.26,224.26,179.79,18.64,24.45,4.64,0
426.93,852.37,3.13,3.11,224.97,176.07,16.63,24.49,4.55,0
425.6,873.81,3.79,2.82,238.52,187.24,17.65,21.95,5.03,0
423.74,862.91,3.69,3.73,229.52,181.93,18.41,23.91,5.43,0
429.59,831.86,3.14,2.98,218.08,175.72,17.06,21.68,4.87,0
430.12,852.96,3.94,1.98,235.63,184.85,20.15,26.1,5.17,0
437.78,862.63,3.33,4.05,239.17,189.06,18.61,24.42,5.07,0
437.13,849.81,2.93,1.46,217.27,173.6,15.46,21.68,4.73,0
419.63,847.77,2.53,3.65,223.51,182.08,15.67,22.92,4.57,0
440.48,866.7,3.28,3.23,232.77,192.99,17.46,24.92,4.33,0
422.29,871.49,2.67,3.14,243.23,190.68,17.68,25.41,4.24,0
439.85,857.14,1.96,2.71,230.17,189.0,17.7,26.47,4.89,0
440.26,866.38,3.42,3.26,231.07,188.19,20.11,24.5,4.34,0
410.97,862.78,4.65,3.1,225.07,179.45,22.26,25.1,4.2,0
420.96,843.1,3.09,3.2,237.7,188.26,16.65,22.54,4.41,0
432.4,856.03,2.71,2.77,233.8,190.39,18.11,25.56,4.51,0
417.27,878.91,3.51,2.38,230.21,187.68,18.75,26.02,5.31,0
427.56,825.25,3.44,3.42,234.81,189.75,21.74,25.93,5.14,0
427.78,847.13,1.91,1.88,239.49,188.72,15.17,24.49,4.54,0
440.73,851.3,2.76,3.7,231.52,181.05,17.94,26.37,4.51,0
431.49,873.72,2.77,4.44,233.1,196.22,17.82,25.28,4.41,0
441.23,830.99,2.29,3.22,227.65,178.67,16.6,22.77,4.14,0
439.8,844.94,3.88,3.33,231.05,189.57,18.25,22.9,5.05,0
408.3687505993538,870.65012199247,2.1213526031537544,3.558213100943759,235.3550822689301,180.804132161179,16.851961110468146,24.87644436690937,6.0140113946614004,0
443.42,860.05,2.47,2.18,240.55,178.4,19.0,27.58,5.41,0
439.19,869.32,3.32,2.91,218.41,180.96,18.59,26.38,4.46,0
431.99,892.44,2.29,3.43,230.92,180.61,16.47,24.54,5.63,0
455.49,858.11,3.95,3.15,233.42,188.54,18.85,25.3,4.76,0
425.84,843.08,2.56,3.62,223.69,179.25,19.32,25.5,4.71,0
431.15,844.83,1.26,3.87,221.67,182.22,16.88,22.45,5.57,0
442.84,862.69,4.07,3.38,240.06,186.2,15.46,25.32,5.67,0
442.88,846.5,2.35,2.8,234.06,179.73,17.64,24.12,5.2,0
438.05,851.77,2.43,2.44,235.88,188.78,19.41,25.12,4.57,0
429.2,855.98,3.18,3.65,229.15,184.07,17.3,21.14,5.59,0
419.15,860.52,2.62,3.62,242.08,188.69,15.63,23.52,4.93,0
431.86,842.46,4.03,2.88,229.25,189.66,18.66,23.85,4.97,0
410.35,836.98,3.37,3.03,224.81,182.25,19.38,21.85,5.63,0
428.58,849.22,3.26,2.93,227.07,186.81,17.85,22.31,4.67,0
440.45,828.78,3.52,2.68,229.19,178.99,19.41,21.81,4.68,0
424.79,878.47,3.41,3.01,225.64,183.95,17.59,24.84,4.14,0
441.91,883.32,2.61,3.23,235.8,181.85,18.53,25.86,4.2,0
412.32,845.39,2.67,3.77,236.22,190.88,18.55,25.58,4.37,0
410.5,875.17,2.11,3.25,221.08,183.36,19.04,25.37,5.58,0
436.45,841.84,3.36,2.74,221.69,163.7,18.36,25.02,4.55,0
429.46,861.88,2.7,1.8,233.9,182.64,18.82,25.74,4.99,0
420.3,879.6,2.5,2.69,233.84,186.72,18.24,24.28,4.22,0
440.73,852.65,2.77,2.68,220.63,184.89,20.19,25.2,4.81,0
438.48,857.74,2.99,4.12,224.85,192.29,17.73,24.23,4.83,0
429.74,859.01,2.88,3.55,212.65,165.52,19.77,24.71,4.12,0
415.52,827.41,3.38,2.11,215.83,180.51,18.77,24.0,4.91,0
422.59,850.88,2.56,2.95,240.75,188.75,16.74,23.33,4.98,0
442.27,845.72,3.63,3.32,221.25,178.7,18.01,23.94,5.44,0
425.86,830.91,3.89,2.34,231.82,183.22,17.78,22.43,4.74,0
431.13,842.06,2.57,2.61,221.69,188.23,17.31,22.66,4.29,0
429.42631184348727,868.2586914999499,2.8612337380480026,3.4378841902628854,229.7481841902651,181.8944335028765,18.769515935339825,24.834930193272832,5.941094349549455,0
425.23,855.37,3.72,2.6,236.12,180.96,19.31,22.92,5.08,0
419.98,882.31,2.5,4.44,229.28,184.65,16.94,23.06,5.05,0
439.6,816.44,8.57,8.1,228.45,184.9,18.13,27.55,5.61,1
430.38,860.43,4.0,2.82,239.59,183.31,17.78,25.76,5.91,0
423.39,831.58,2.07,2.82,227.5,185.82,19.89,22.89,5.45,0
448.62,858.27,3.32,2.56,221.45,188.33,19.24,24.32,6.23,0
419.25,843.44,2.75,4.49,237.66,204.11,16.77,26.0,4.91,0
419.8,847.63,1.89,2.03,232.71,188.25,18.2,22.8,4.62,0
432.21,833.17,2.66,3.05,228.28,186.88,17.48,23.73,4.56,0
426.48,848.36,1.3,2.84,233.94,185.44,16.58,24.16,4.56,0
439.87,857.59,2.62,3.58,225.72,185.29,20.89,26.89,5.05,0
433.52,858.71,3.56,3.46,237.91,183.34,20.99,24.44,5.37,0
440.51,828.39,2.71,2.56,237.16,192.2,16.88,22.45,5.2,0
436.21,832.59,3.12,3.4,219.44,177.67,17.0,23.56,5.46,0
435.65,873.32,2.77,1.47,229.14,171.85,18.04,26.34,3.5,0
425.88,850.62,2.75,3.38,236.7,188.82,17.98,26.5,5.42,0
452.42,871.13,4.93,3.89,232.0,180.27,19.59,26.1,5.42,0
417.87,841.03,4.13,4.99,232.46,189.99,18.69,25.86,5.11,0
419.05,822.26,2.56,2.95,228.01,181.54,17.25,22.89,4.15,0
418.03,847.27,3.23,2.68,226.65,173.85,16.22,23.57,5.3,0
424.94,856.1,3.94,4.1,240.23,195.84,17.22,25.09,5.07,0
411.28,843.51,3.21,2.42,231.9,178.65,16.65,23.0,3.98,0
442.58,849.71,3.48,2.33,244.04,193.21,17.64,24.49,5.61,0
415.82,855.27,2.13,2.8,229.44,194.33,21.12,25.7,5.0,0
439.89,840.65,2.78,3.37,241.78,200.89,17.74,23.23,5.65,0
425.04,833.13,2.52,4.02,210.51,156.82,18.34,22.41,5.26,1
425.15,837.9,3.24,2.17,232.93,189.95,20.11,23.32,4.89,0
430.06,854.89,4.42,1.95,227.77,187.68,18.18,26.48,5.29,0
439.54,836.51,4.22,2.7,231.38,175.86,18.31,23.97,4.54,0
444.35,846.91,3.45,2.26,233.6,174.99,17.07,23.38,5.12,0
422.66,869.01,2.99,3.7,232.73,188.87,17.91,23.88,4.41,0
432.0,834.57,4.7,4.11,230.21,175.82,18.66,23.85,4.52,0
421.67,840.16,1.93,3.65,220.22,175.51,16.58,24.19,4.83,0
415.34,838.0,2.3,3.64,232.16,187.91,19.61,23.62,5.3,0
429.27,863.93,2.79,3.68,228.67,178.56,16.69,23.57,4.81,0
427.0095959713753,845.7906402972804,3.8247451107652606,3.485213504345354,229.96972468009383,188.60228059526662,18.324928711512428,24.2361734639006,5.426966098311926,0
417.31,872.46,1.8,2.77,239.35,195.1,17.53,25.3,5.42,0
423.86,860.05,3.56,2.16,220.51,172.6,17.46,26.61,5.16,0
442.43,856.41,2.81,3.5,243.7,196.34,16.22,22.32,5.09,0
456.11,859.9,2.75,3.26,235.23,184.37,19.28,25.36,4.8,0
423.44,828.12,2.9,2.24,227.61,189.94,20.13,23.33,4.53,0
425.16,853.71,2.97,3.01,222.28,188.65,17.23,21.63,5.56,0
441.45956354802007,866.1303963152435,4.205128971714508,2.7803453326146137,244.27207794995,202.9912768240905,19.87055957845954,26.171996414691783,5.287822460606471,0
422.8,851.35,3.35,3.46,222.98,175.45,16.21,26.26,4.54,0
432.35,845.28,4.76,1.85,234.49,178.49,15.78,23.86,5.68,0
410.79,849.42,3.42,4.05,224.63,179.21,15.18,24.01,5.66,0
415.86,851.46,2.94,2.6,226.57,179.11,18.56,25.38,4.69,0
435.38,857.25,2.25,3.81,227.3,170.98,15.0,26.95,3.83,0
432.24,838.28,3.68,2.96,218.92,176.16,16.65,21.99,4.64,0
440.79,854.69,1.82,2.72,225.21,184.09,17.38,22.4,4.1,0
431.98,832.78,2.52,2.88,230.16,177.55,15.0,24.39,5.04,0
435.44,847.2,3.6,2.32,234.25,186.81,15.17,21.4,4.92,0
427.3,888.86,4.28,2.58,228.02,184.12,16.87,24.88,4.82,0
437.8,858.41,2.43,2.8,233.12,186.38,18.58,22.72,4.87,0
431.24,856.77,3.08,2.4,223.82,180.19,19.46,23.83,4.97,0
421.83,853.77,2.17,2.38,218.13,180.41,17.5,22.91,4.74,0
435.65,863.96,3.05,3.95,234.55,177.35,17.33,22.73,5.5,0
419.03,818.01,2.4,3.76,223.56,188.43,17.81,22.18,5.07,0
400.0,837.75,3.0,2.63,239.62,179.56,19.13,22.5,4.14,0
437.75,847.52,2.4,2.24,232.15,187.05,18.97,23.1,4.21,0
437.2,844.61,3.56,2.27,229.98,190.48,20.26,23.87,5.38,0
418.44,837.01,2.07,3.37,214.26,172.11,20.01,20.83,4.1,0
425.87,840.84,4.16,3.94,241.66,198.08,15.83,21.31,5.69,0
412.37,843.33,2.51,2.87,237.23,186.76,19.54,24.34,4.89,0
432.44,854.47,2.25,2.39,236.62,191.65,15.88,22.9,5.38,0
433.2414645973734,846.526047604592,2.2024540856682284,3.062663323012163,224.7441540142921,179.82520837870086,16.983432852283677,23.08097823641512,5.588198878154197,0
447.61,843.84,3.54,3.03,235.17,191.71,19.26,24.3,5.2,0
427.18,849.87,2.78,1.07,240.71,200.83,20.11,24.26,5.08,0
417.75,852.08,2.7,2.87,232.11,180.42,18.14,24.57,5.21,0
425.33,877.38,2.65,2.82,228.58,184.75,16.3,24.85,5.0,0
423.41,854.14,3.18,2.96,231.18,184.3,18.18,23.58,5.33,0
426.27,859.83,4.48,2.82,220.67,177.32,17.61,23.55,4.39,0
431.97,834.61,3.14,2.84,237.15,192.02,18.46,22.75,4.94,0
431.75,865.33,2.22,2.49,234.14,182.72,16.6,24.62,5.24,0
430.99,860.01,3.88,4.03,236.9,187.49,15.92,24.5,4.51,0
421.41,850.54,2.84,3.02,235.19,184.04,16.6,21.11,4.79,0
432.05,874.08,2.58,2.96,227.5,183.5,16.89,26.1,4.68,0
444.82,841.06,2.95,2.04,219.82,172.07,19.44,24.3,5.93,0
428.52,848.25,3.32,1.73,231.4,183.79,16.99,24.66,4.39,0
436.78,825.41,3.0,1.86,221.58,176.75,18.83,20.87,4.85,0
435.71,850.94,2.97,3.68,231.0,185.09,19.94,24.99,4.6,0
439.7,874.6,2.65,3.39,234.06,190.81,19.87,25.68,4.83,0
412.6,833.56,3.35,3.48,239.29,199.59,19.47,23.73,5.91,0
438.97,843.84,3.99,3.43,222.47,183.58,16.35,22.37,4.78,0
416.23,857.56,2.95,4.01,237.26,194.47,15.0,22.63,5.14,0
427.36,869.04,3.29,2.61,232.93,189.09,22.4,29.1,5.41,0
424.43,855.93,2.84,2.22,244.55,184.1,19.57,24.72,5.28,0
400.0,851.58,3.55,1.96,215.52,169.43,19.38,24.36,5.43,0
426.12,847.97,3.94,2.97,228.28,193.17,16.35,22.44,5.19,0
459.96,862.72,1.69,3.56,235.22,190.85,18.01,22.47,5.16,0
431.59,845.16,4.48,1.69,236.83,190.9,17.41,25.44,5.5,0
429.36,867.99,2.7,1.91,247.47,197.6,16.78,21.53,5.42,0
423.13,840.12,2.22,3.6,227.64,173.16,16.67,22.84,5.21,0
434.39,825.7,3.78,4.03,221.55,174.16,16.1,23.47,4.89,0
418.29,839.7,3.27,3.87,227.23,182.5,19.33,22.65,4.26,0
426.65,832.09,1.91,2.75,244.61,199.15,16.81,22.2,5.74,0
427.86,856.29,3.06,2.03,232.57,187.92,18.45,23.07,5.2,0
428.92,836.89,3.08,3.22,229.14,177.46,18.47,24.06,5.13,0
425.3,865.85,3.46,2.87,240.53,192.44,17.81,23.87,4.72,0
431.21,855.57,2.98,4.05,225.74,181.96,18.63,23.84,5.14,0
432.76,823.65,1.95,4.93,217.52,172.67,19.21,22.58,5.04,0
415.76,846.11,2.92,3.28,225.01,171.97,17.53,23.32,4.6,0
439.69,830.59,2.67,3.46,226.25,171.56,16.45,19.95,4.92,0
442.59,845.71,2.46,3.78,247.21,197.64,16.15,19.83,6.04,0
439.51,875.94,3.36,2.77,238.91,200.55,18.43,24.8,4.84,0
425.05,847.06,2.74,2.64,237.74,191.21,17.46,22.46,3.91,0
420.59,836.78,3.19,2.05,234.52,185.58,18.04,24.24,4.3,0
435.41,861.92,3.73,3.28,242.36,195.7,17.62,25.67,5.16,0
454.72,844.72,3.09,3.3,237.29,196.67,16.26,24.63,4.39,0
428.54,873.07,2.72,3.59,231.93,180.45,16.69,24.22,5.33,0
417.02,819.82,3.08,2.08,241.32,207.19,15.17,22.56,4.65,0
440.23,862.81,3.58,4.49,241.39,196.36,19.08,23.28,4.39,0
444.78,837.55,2.41,2.3,215.71,172.48,20.46,23.47,5.98,0
444.27,856.9,1.61,2.2,214.43,160.33,16.91,24.81,4.38,1
422.64,873.16,3.49,2.2,229.22,178.17,18.68,24.34,6.11,0
432.35,858.02,2.5,3.61,237.44,192.96,19.52,24.43,4.22,0
447.23,876.53,2.83,2.94,230.59,191.94,19.47,25.37,3.96,0
419.64,825.79,3.9,3.08,220.15,173.48,15.37,21.37,4.49,0
431.64,834.5,3.75,3.54,227.41,184.36,17.79,21.73,5.45,0
430.59,853.41,2.44,3.8,240.51,197.56,17.44,22.77,5.28,0
421.06,831.95,3.32,3.06,219.32,172.72,16.75,22.48,4.66,0
449.24,853.83,3.22,2.89,229.33,182.95,18.53,24.66,5.28,0
436.41,841.61,2.49,2.9,217.31,171.05,15.48,21.41,4.59,0
447.29,861.93,2.92,1.81,232.07,181.72,17.72,23.23,4.46,0
438.51,847.03,2.94,3.43,241.78,193.31,16.05,25.35,4.91,0
423.29,847.1,7.98,6.32,225.68,176.34,17.95,27.54,4.89,1
430.81,833.88,2.2,3.62,228.58,185.31,20.46,25.92,4.61,0
414.58,846.42,3.94,2.46,242.32,189.39,17.09,22.09,4.74,0
431.85,872.71,3.2,2.04,223.74,174.57,20.98,26.53,5.48,0
431.01,859.03,2.3,3.13,234.68,183.82,17.08,24.62,4.51,0
435.5,855.91,4.59,3.18,220.16,172.68,16.27,24.25,5.35,0
438.28,845.53,3.23,2.66,213.22,162.2,17.1,24.34,4.14,0
429.37,825.54,3.15,3.55,239.34,192.76,18.06,21.92,6.24,0
439.84,835.07,3.16,2.95,225.25,181.64,20.95,22.63,4.09,0
431.95,841.22,4.22,2.88,247.59,198.91,16.16,24.15,5.85,0
441.48,868.11,2.49,2.93,230.8,181.54,19.04,25.0,4.53,0
431.79,828.12,1.52,2.93,227.84,178.89,18.25,21.96,4.32,0
424.19,858.78,2.78,3.28,218.22,171.3,20.89,26.6,4.82,0
443.05,864.56,2.04,4.06,242.07,199.42,17.4,24.24,5.03,0
418.3867239285659,838.0329327462002,3.679729087518029,2.8025217067894745,227.1847128167929,178.14789961662345,15.16400452143502,22.44439970920832,5.2067365281409534,0
439.94,849.99,2.9,1.99,239.25,191.13,17.16,24.4,4.83,0
419.81,870.71,3.32,2.71,224.23,175.61,16.1,24.55,4.98,0
431.38,839.68,3.39,2.27,223.04,169.25,17.36,23.18,4.77,0
426.29,870.71,1.44,3.71,222.4,172.17,16.26,25.26,4.7,0
420.89,869.65,3.35,3.35,237.59,192.23,19.6,26.42,4.95,0
424.58,868.74,3.27,2.74,241.51,197.42,17.83,25.18,4.24,0
449.98,850.27,2.11,2.39,244.54,189.75,20.36,23.93,4.57,0
430.06,856.28,2.75,2.97,215.16,176.95,18.47,24.91,4.97,0
423.22,854.88,2.37,3.51,246.41,193.93,16.54,25.71,5.36,0
433.98,843.35,1.0,1.99,233.33,187.22,16.64,22.14,4.61,0
418.43,846.5,2.22,2.17,227.16,181.7,18.29,22.71,5.49,0
421.58,839.58,2.34,2.93,229.23,183.3,19.0,25.7,4.87,0
428.7,830.7,2.95,3.4,228.91,184.63,19.07,23.56,6.27,0
435.22690157306283,858.2271478237985,3.4483237123975496,3.4962846412429047,227.11755444435394,180.73197464828718,18.342641783978827,24.898056151107102,4.281346057561496,0
424.52,838.59,2.2,2.81,234.38,192.18,16.19,22.79,5.03,0
413.48,846.08,2.48,2.98,226.58,182.74,19.04,24.16,5.08,0
434.55,830.88,3.15,3.43,240.06,194.32,19.64,22.63,5.57,0
427.2,863.8,1.77,3.38,225.86,187.98,17.9,24.41,5.48,0
431.37,852.33,3.11,2.34,236.0,181.91,18.19,25.42,4.54,0
415.89,822.93,3.63,2.36,225.72,179.56,17.16,23.77,5.28,0
434.41,855.56,2.65,3.44,242.2,194.49,17.46,22.85,5.36,0
398.57,795.45,4.27,1.91,182.28,162.94,15.07,17.95,4.98,1
429.38,856.67,3.1,3.46,225.05,180.68,17.56,23.53,4.88,0
421.82,838.73,2.46,2.92,225.03,185.19,16.74,22.67,6.3,0
426.29,824.44,3.53,1.93,236.76,188.39,19.11,22.78,5.22,0
423.06,848.61,2.83,4.08,227.41,187.09,18.8,24.32,4.61,0
415.52,842.53,3.2,2.13,234.71,186.05,18.97,23.71,4.73,0
434.68,845.27,3.21,2.09,215.37,178.56,15.0,24.37,5.09,0
436.74,831.95,3.15,2.79,221.22,172.65,18.82,21.96,5.15,0
431.9,858.41,3.43,2.31,229.57,176.95,16.25,24.73,4.23,0
445.66,877.76,2.39,3.17,236.0,183.29,19.76,25.21,5.82,0
427.18,882.48,2.63,2.08,229.5,179.65,17.79,25.21,5.13,0
420.89,843.61,3.4,3.26,229.45,186.68,19.28,22.65,4.15,0
443.49,846.9,3.05,2.11,246.73,191.81,18.5,24.86,5.21,0
433.18,845.15,3.14,3.15,229.3,184.83,18.34,21.87,3.95,0
430.15,839.2,3.07,3.63,212.42,163.51,16.46,22.81,4.51,0
412.98,860.15,1.0,3.83,224.81,183.4,17.44,26.42,5.17,0
427.95,819.0,4.3,3.8,230.27,181.1,16.2,21.74,6.27,0
436.61,860.98,2.74,3.18,239.79,187.07,15.0,24.03,4.74,0
419.17,841.5,3.91,4.6,240.63,197.9,19.1,24.54,5.69,0
414.55,865.15,2.34,3.43,225.2,176.49,18.65,26.48,5.15,0
423.32,866.42,2.21,2.65,230.84,184.51,15.0,22.77,5.27,0
416.35,850.34,2.22,3.02,236.78,190.67,18.66,24.69,5.02,0
425.51,862.2,2.92,2.6,240.82,206.66,19.47,23.82,4.77,0
443.05,834.87,2.42,2.45,240.21,189.12,17.54,24.38,5.04,0
432.48,840.56,2.82,3.9,243.85,194.26,15.09,22.14,4.26,0
434.99,861.19,2.53,3.01,228.27,178.74,18.93,28.08,5.13,0
428.92,856.43,2.84,2.3,230.7,187.68,18.38,25.23,5.63,0
419.15,857.64,4.07,2.46,234.9,194.28,16.53,22.93,5.31,0
435.95,874.79,3.32,2.77,217.71,174.96,19.85,26.17,5.07,0
426.08,842.41,2.74,2.18,219.1,178.25,17.03,25.36,5.1,0
434.97,837.52,3.19,4.02,221.49,171.55,16.98,22.4,4.36,0
430.76,865.81,1.83,2.76,242.84,188.97,18.71,25.71,5.66,0
441.29,868.65,4.21,3.94,234.95,195.19,20.13,23.74,5.72,0
