voltage_v,current_a,wire_feed_speed_mm_s,material_temp_c,ambient_temp_c,travel_speed_mm_s,torch_angle_deg,ctwd_mm,gas_flow_l_min,co2_pct,thickness_mm,steel_type,rust_level,surface_grease,wire_diameter_mm,roller_wear_pct,arc_stability_rms,weld_penetration_pct
24.05,220.91,50.0,44.6,32.61,6.47,60.0,18.66,15.59,23.6,2.62,1,3.0,1.29,0.81,9.02,0.97,45.03
26.25,168.33,80.49,41.12,20.7,7.98,60.0,16.29,13.74,13.81,2.43,0,3.0,2.31,0.97,44.05,0.84,44.85
24.92,190.2,58.66,17.8,22.57,8.18,60.0,16.68,18.51,25.0,4.2,2,2.11,3.0,0.99,51.04,1.07,43.56
25.63,159.68,84.0,24.94,28.1,9.65,60.0,12.3,14.15,10.87,2.86,1,3.0,1.88,0.85,33.06,0.58,44.21
19.17,122.83,71.97,21.17,31.11,8.43,60.0,16.92,18.68,25.0,4.17,0,3.0,1.85,0.78,24.48,0.44,24.12
21.39,176.99,84.77,50.0,22.43,9.87,60.0,17.44,19.45,19.18,3.01,0,3.0,0.0,0.79,13.82,0.76,58.23
26.02,157.97,66.76,25.88,23.58,7.01,60.0,12.55,11.69,21.84,1.85,1,2.47,2.85,0.79,3.45,1.01,45.77
26.72,214.84,104.2,42.35,24.37,10.09,60.0,10.12,13.97,10.26,1.84,0,0.94,3.0,0.98,2.71,0.54,66.61
28.41,178.15,89.0,30.47,23.8,7.87,60.0,17.06,18.46,21.93,3.07,0,0.16,3.0,0.79,38.22,0.88,67.61
27.75,206.58,68.45,40.38,24.96,8.51,60.0,11.08,21.52,25.0,3.16,2,3.0,3.0,1.0,7.35,1.27,55.05
26.02,106.23,113.62,31.86,25.55,5.95,60.0,12.63,14.59,17.34,2.49,0,3.0,3.0,0.8,33.12,0.95,50.98
24.09,174.11,100.96,33.2,23.85,7.72,60.0,10.0,20.03,15.52,2.42,1,0.8,0.0,1.2,46.63,0.65,65.13
26.23,130.0,85.73,25.49,31.17,7.32,60.0,19.03,19.32,24.98,2.13,0,3.0,3.0,0.81,43.85,0.85,31.86
29.0,234.87,110.62,24.51,9.08,5.9,60.0,13.47,15.86,20.6,2.05,2,3.0,3.0,0.81,29.66,1.2,78.69
24.25,210.21,105.69,22.94,27.02,11.16,60.0,18.05,13.79,15.44,2.46,1,0.5,0.23,1.03,31.64,0.24,78.99
29.15,211.72,90.38,37.15,27.22,9.12,60.0,16.35,10.0,11.18,1.89,1,2.01,1.84,0.79,57.25,0.93,70.55
27.16,191.22,110.26,33.39,19.56,11.77,60.0,18.73,14.54,6.39,1.77,0,3.0,2.43,1.18,44.02,0.65,57.97
17.54,123.75,70.34,42.78,29.5,8.76,60.0,18.69,14.52,22.46,2.48,0,3.0,3.0,0.79,2.3,1.27,18.53
26.4,170.98,68.9,29.19,30.64,11.01,60.0,15.05,17.76,21.0,4.06,0,3.0,3.0,1.03,31.0,0.88,44.87
20.43,209.05,110.08,46.51,36.56,8.72,60.0,15.18,18.33,17.8,2.98,1,0.93,3.0,0.94,33.78,0.35,75.18
27.55,201.07,93.59,38.29,29.54,4.76,60.0,15.93,11.4,15.84,2.48,2,2.45,3.0,0.77,2.18,0.75,59.52
25.03,158.04,122.24,40.58,27.38,7.85,60.0,16.94,19.91,8.35,3.78,2,3.0,0.56,0.81,21.96,0.59,68.57
17.57,131.37,102.62,35.44,32.17,8.03,60.0,14.62,13.92,23.92,2.13,0,0.18,3.0,1.2,20.31,1.01,32.03
32.48,205.33,76.14,25.52,22.38,7.24,60.0,17.21,14.07,14.75,2.44,1,0.7,3.0,0.81,30.22,1.03,64.4
25.32,149.37,74.67,25.67,17.7,5.12,60.0,15.46,16.79,25.0,2.97,0,3.0,3.0,1.0,21.1,0.83,38.0
25.46,177.16,119.65,35.33,32.82,10.39,60.0,17.74,12.47,20.57,3.06,0,3.0,3.0,0.96,35.45,0.23,69.87
24.01,134.03,66.64,37.37,28.91,4.21,60.0,13.41,16.34,25.0,3.15,2,1.99,0.66,1.22,18.61,1.19,41.44
24.95,203.14,103.47,39.57,21.07,9.97,60.0,10.0,14.48,25.0,2.23,1,3.0,3.0,1.12,23.85,0.72,56.01
30.02,184.53,50.0,20.18,22.42,6.85,60.0,16.13,12.94,25.0,3.89,2,3.0,3.0,1.01,17.93,0.73,48.81
21.05,177.49,74.55,36.65,22.6,9.45,60.0,18.22,14.55,10.2,3.85,0,3.0,0.96,0.82,36.12,0.59,52.36
28.04,182.5,106.1,50.0,36.33,7.45,60.0,16.15,16.31,24.77,2.14,2,3.0,3.0,0.81,19.78,0.95,68.09
20.88,122.39,95.62,34.04,13.0,6.93,60.0,17.23,24.36,15.1,3.9,1,3.0,3.0,0.77,9.43,1.14,34.56
27.34,198.82,119.53,38.44,31.55,8.6,60.0,18.48,21.45,15.19,2.91,1,3.0,3.0,1.2,59.52,0.2,75.14
21.23,178.74,73.85,27.88,16.67,4.57,60.0,19.59,16.74,12.0,2.87,2,3.0,3.0,0.82,50.64,0.73,38.48
17.27,114.33,88.38,28.39,24.83,3.02,60.0,18.22,19.57,11.51,2.35,0,0.06,3.0,1.25,45.27,0.75,25.09
26.03,162.3,89.07,26.57,16.62,6.14,60.0,19.97,16.0,13.82,2.42,1,3.0,3.0,1.01,14.4,1.0,35.29
27.65,223.55,65.52,46.65,27.6,4.13,60.0,14.83,19.86,18.23,1.48,1,0.23,3.0,0.81,37.0,0.33,55.53
24.47,170.72,58.0,29.33,19.36,6.97,60.0,12.82,10.67,16.82,2.0,1,3.0,3.0,0.98,16.97,0.57,27.89
28.82,204.18,101.48,43.88,38.13,7.36,60.0,16.28,19.53,23.29,3.09,2,3.0,3.0,0.78,42.66,0.29,71.44
30.38,150.55,106.93,32.13,27.76,7.7,60.0,12.25,18.07,10.34,2.33,0,3.0,3.0,0.96,8.33,0.53,47.44
23.36,146.68,81.58,39.02,20.83,6.61,60.0,20.24,16.73,9.03,2.31,0,3.0,2.43,0.77,55.08,0.71,37.26
22.04,160.33,107.45,50.0,31.07,9.45,60.0,11.19,20.74,21.04,2.53,0,3.0,3.0,0.96,10.64,1.15,45.03
22.91,156.45,93.83,26.18,30.82,7.14,60.0,19.55,15.61,19.58,4.04,0,3.0,0.0,1.22,12.17,0.6,49.84
18.64,114.82,137.21,35.99,22.82,8.97,60.0,18.12,20.35,14.5,3.91,2,3.0,2.79,0.81,35.94,0.61,46.5
27.98,163.43,91.68,29.95,24.32,6.39,60.0,12.25,18.91,16.92,2.46,0,3.0,1.87,0.77,54.01,0.97,51.74
25.0,197.16,84.6,31.52,25.3,7.4,60.0,15.23,19.21,5.0,2.7,1,3.0,3.0,0.81,34.07,0.59,59.64
20.48,130.53,90.2,38.07,23.01,7.7,60.0,16.59,14.28,24.85,4.15,1,0.79,3.0,1.16,20.32,0.6,40.98
24.59,165.79,75.02,50.0,31.89,8.38,60.0,12.31,18.3,12.38,3.17,0,0.0,3.0,1.02,39.05,0.93,64.84
27.43,125.0,81.76,32.53,22.91,10.7,60.0,15.98,20.11,17.4,2.97,2,0.72,3.0,0.97,15.03,0.84,38.8
24.84,125.0,90.79,33.97,22.67,8.03,60.0,14.53,16.15,14.62,3.93,0,3.0,3.0,1.22,16.89,0.54,42.45
27.76,203.56,90.07,39.54,26.74,12.16,60.0,12.12,10.0,18.65,1.55,1,3.0,3.0,0.82,1.5,0.47,56.07
19.45,153.38,87.18,31.23,34.94,7.63,60.0,18.59,10.24,17.24,2.02,2,3.0,3.0,0.97,37.54,0.7,32.55
25.79,164.03,77.04,43.29,35.95,11.44,60.0,20.55,20.54,10.91,1.83,2,3.0,3.0,1.22,49.62,0.54,46.79
22.22,147.33,102.34,37.48,31.92,8.99,60.0,14.87,20.02,19.72,2.51,1,1.51,3.0,0.82,5.09,0.84,53.92
25.18,198.25,99.48,22.15,27.68,7.82,60.0,18.88,22.79,24.8,3.11,2,2.59,3.0,1.16,36.87,1.04,64.83
22.17,147.94,82.75,39.88,23.38,6.51,60.0,20.85,13.75,14.3,2.94,1,3.0,2.2,1.03,22.26,0.88,37.84
21.54,130.19,128.23,42.62,23.67,6.97,60.0,13.78,14.62,17.87,2.5,1,2.64,0.0,0.8,50.2,0.76,63.99
23.35,190.6,106.61,26.17,21.96,6.48,60.0,20.1,23.2,18.8,2.48,0,3.0,3.0,1.0,30.26,1.06,56.51
16.59,132.21,93.7,34.98,21.44,6.3,60.0,17.5,16.26,25.0,3.18,1,3.0,3.0,0.8,14.06,0.84,31.14
27.0,196.66,115.43,49.66,27.09,6.72,60.0,18.83,19.39,24.78,2.13,1,3.0,3.0,0.99,46.82,0.98,65.1
31.04,187.49,125.83,34.61,23.0,6.15,60.0,15.39,21.84,14.64,1.5,1,2.0,2.79,1.18,51.88,0.51,79.79
27.19,181.76,85.05,46.65,25.76,7.45,60.0,17.02,15.56,17.4,2.49,0,1.68,3.0,1.01,31.44,1.06,57.46
33.21,216.17,96.57,44.14,21.29,6.83,60.0,17.5,16.24,24.51,3.14,0,3.0,3.0,1.05,24.26,0.63,78.04
25.56,197.96,99.77,36.43,30.81,7.78,60.0,16.16,14.4,7.16,2.28,0,3.0,2.41,0.81,32.03,0.94,67.28
28.37,194.05,90.06,29.52,23.32,7.92,60.0,16.68,14.63,17.57,2.5,0,3.0,3.0,0.78,59.94,0.49,51.96
26.41,187.53,130.38,39.53,26.46,6.98,60.0,14.73,16.26,22.57,2.59,0,3.0,3.0,0.81,21.65,0.98,67.39
27.52,176.55,92.88,20.68,19.47,10.29,60.0,16.32,13.41,20.01,2.06,0,3.0,1.74,1.0,50.47,1.3,54.65
24.9,160.23,110.29,37.08,16.88,7.88,60.0,18.42,18.56,14.11,2.41,0,3.0,2.1,0.8,41.69,0.41,60.46
19.02,160.34,50.0,27.5,20.21,8.4,60.0,17.17,16.01,16.77,3.97,1,3.0,3.0,0.98,20.64,1.33,15.38
23.17,117.18,96.54,26.76,23.6,6.95,60.0,16.27,13.96,14.25,2.85,1,3.0,1.77,1.01,30.13,1.02,40.53
27.66,198.63,102.25,39.09,25.14,8.17,60.0,16.94,14.68,13.82,2.8,0,1.98,3.0,1.0,32.97,1.16,76.97
18.09,120.81,86.47,48.3,27.1,7.29,60.0,19.16,15.52,15.26,2.47,2,3.0,3.0,0.78,58.33,0.68,13.05
28.96,225.97,90.66,40.34,23.5,8.89,60.0,14.07,12.87,23.37,3.13,1,1.86,3.0,1.18,29.28,1.2,76.03
30.92,255.42,124.76,24.1,25.18,7.45,60.0,13.16,12.11,19.77,1.55,0,2.95,2.68,1.03,22.15,0.39,91.55
20.82,122.07,97.88,36.31,21.65,10.35,60.0,15.2,14.68,13.81,2.92,0,3.0,3.0,0.78,10.31,0.32,30.48
19.02,145.99,94.79,37.63,22.01,9.13,60.0,17.88,20.77,17.08,2.96,0,3.0,3.0,1.18,16.52,0.97,31.73
26.98,226.71,101.46,44.9,28.71,5.96,60.0,18.59,12.69,20.17,1.56,0,3.0,2.41,1.2,46.47,1.1,70.04
26.18,156.42,63.67,18.25,20.66,5.0,60.0,17.79,12.17,12.93,1.92,1,3.0,3.0,1.22,16.37,0.46,41.03
26.44,159.15,77.34,30.49,19.22,7.21,60.0,20.14,16.35,18.66,2.02,1,2.17,3.0,0.81,57.54,0.88,43.49
23.94,158.18,115.79,29.21,25.9,8.25,60.0,15.66,14.17,12.76,2.4,0,3.0,3.0,1.0,19.21,0.9,51.18
26.85,247.59,109.42,23.56,24.84,10.2,60.0,13.44,16.48,25.0,2.65,1,3.0,3.0,0.82,12.29,0.97,77.82
24.25,142.56,103.53,32.53,29.0,5.4,60.0,14.79,14.69,14.39,3.93,2,3.0,3.0,0.77,34.75,1.24,49.91
27.15,208.97,50.0,32.08,17.06,8.55,60.0,19.01,19.19,16.97,2.31,0,3.0,3.0,1.01,34.91,0.83,38.64
23.84,145.76,95.56,31.79,20.79,7.37,60.0,22.37,17.4,13.47,3.9,1,1.37,3.0,0.81,19.09,0.28,60.4
25.88,157.56,123.81,36.4,33.15,8.91,60.0,17.38,21.01,5.0,1.68,1,3.0,3.0,0.82,59.78,0.88,56.19
19.93,122.17,113.32,30.31,27.56,9.9,60.0,19.87,17.17,14.87,2.43,1,3.0,3.0,0.79,45.7,0.62,33.88
22.03,127.54,94.38,43.73,24.92,7.86,60.0,15.38,18.99,23.11,1.59,0,3.0,3.0,1.21,49.52,0.96,36.91
24.08,141.48,151.31,36.9,32.43,5.43,60.0,17.44,13.35,10.55,2.36,0,3.0,3.0,0.81,56.01,0.92,64.39
16.99,81.63,91.31,49.8,31.94,6.36,60.0,17.47,18.25,14.26,1.41,2,3.0,3.0,0.81,56.13,0.56,25.89
24.26,172.7,81.26,40.75,29.78,8.38,60.0,20.55,16.55,23.14,2.55,0,3.0,3.0,0.99,15.76,0.47,40.06
21.05,154.7,80.03,31.11,20.74,6.99,60.0,16.95,17.24,8.48,2.8,1,3.0,2.0,0.79,6.86,0.84,38.75
29.31,182.87,109.83,25.67,24.1,6.58,60.0,17.04,15.22,18.82,2.02,0,2.48,3.0,0.78,1.98,1.12,65.65
25.62,200.9,82.33,36.29,19.25,6.64,60.0,15.93,15.11,14.05,2.42,0,1.79,3.0,0.79,32.31,0.62,59.31
18.17,139.22,93.56,47.13,26.94,7.9,60.0,15.41,14.69,10.4,2.85,1,3.0,3.0,0.79,20.9,0.17,32.99
23.54,182.96,90.64,24.84,25.71,7.22,60.0,15.96,17.17,16.48,2.69,1,0.68,3.0,0.94,48.12,0.96,49.83
27.67,149.66,97.27,30.35,22.13,10.08,60.0,19.44,20.74,22.78,2.58,0,3.0,3.0,0.83,6.01,0.79,50.46
21.64,128.76,91.64,50.0,23.77,5.16,60.0,15.62,19.53,16.33,3.01,0,3.0,3.0,0.84,31.48,0.5,32.48
27.1,195.41,104.73,26.42,17.59,6.1,60.0,14.14,14.63,14.54,2.93,1,3.0,1.08,0.79,20.62,0.43,67.58
24.61,128.6,76.73,46.08,24.33,6.99,60.0,20.35,11.77,14.56,2.45,0,3.0,2.87,0.98,27.22,0.11,26.1
24.13,194.5,75.07,20.81,32.23,8.39,60.0,22.0,18.08,22.15,4.08,1,3.0,1.17,1.19,36.99,0.97,56.31
24.77,157.7,78.92,50.0,25.83,10.55,60.0,18.55,19.65,16.07,1.94,0,3.0,3.0,0.81,22.21,0.87,35.09
25.72,220.41,85.06,20.2,16.77,13.79,60.0,11.84,18.6,11.28,3.14,1,3.0,3.0,0.95,51.78,1.02,57.24
24.63,157.16,95.76,36.28,26.69,10.53,60.0,10.95,15.22,23.77,2.12,1,3.0,3.0,0.82,54.03,0.58,47.76
23.8,149.82,77.83,30.87,28.35,9.08,60.0,16.21,20.58,16.59,2.45,2,3.0,3.0,0.8,16.59,1.1,41.05
25.39,156.59,86.01,45.26,22.15,7.1,60.0,11.69,17.86,25.0,1.69,0,2.53,3.0,1.2,50.53,1.13,46.2
20.59,118.57,70.96,45.75,31.4,9.46,60.0,16.16,14.04,19.78,2.05,0,3.0,3.0,0.97,23.58,0.73,11.64
18.57,151.8,107.79,34.75,30.82,8.76,60.0,16.65,16.17,11.41,2.36,1,2.21,3.0,1.0,46.23,0.69,55.2
23.58,130.77,81.18,34.31,32.43,5.06,60.0,14.72,14.84,20.66,2.84,1,3.0,3.0,0.85,33.72,1.27,30.06
20.55,131.02,136.38,36.07,20.54,8.72,60.0,17.37,17.03,16.16,2.46,0,3.0,3.0,0.81,29.55,0.88,57.17
25.53,139.18,96.62,38.03,22.76,8.93,60.0,21.21,16.51,18.21,2.6,2,3.0,3.0,1.04,51.14,0.6,27.0
22.2,154.73,86.52,41.86,25.53,9.98,60.0,18.39,15.75,21.27,3.07,0,3.0,2.2,0.82,17.66,0.14,45.08
27.27,187.03,102.47,31.54,26.84,9.35,60.0,16.43,16.66,14.12,2.92,0,1.93,2.0,1.03,40.8,0.54,75.26
20.73,114.32,71.58,18.81,24.1,7.11,60.0,10.65,20.8,18.81,1.99,1,3.0,3.0,0.78,21.83,0.61,16.82
33.71,199.18,90.58,28.34,20.11,9.52,60.0,12.5,17.39,18.1,2.99,2,3.0,3.0,1.0,37.28,1.0,67.24
22.0,177.29,115.63,50.0,29.94,7.65,60.0,16.42,16.42,14.03,1.42,1,3.0,3.0,0.82,19.89,1.5,56.53
24.78,181.83,108.81,31.35,14.29,7.41,60.0,12.65,14.59,20.66,2.06,1,3.0,3.0,0.8,31.08,0.52,50.99
25.68,132.51,110.72,39.2,21.95,7.26,60.0,16.59,17.46,19.09,3.02,0,1.32,3.0,0.8,46.56,0.98,61.7
22.08,168.1,82.41,24.4,21.95,9.78,60.0,10.74,10.0,10.46,2.88,1,3.0,3.0,0.78,14.29,0.65,37.73
25.53,186.12,89.05,16.99,12.69,7.54,60.0,13.46,15.88,15.57,2.94,1,3.0,3.0,1.23,47.59,1.24,52.87
26.59,196.02,84.08,25.72,18.5,6.61,60.0,14.02,15.44,23.04,2.11,1,3.0,3.0,0.79,34.13,0.92,48.33
25.35,161.85,108.61,44.0,24.06,6.37,60.0,13.39,14.62,25.0,3.19,0,3.0,3.0,0.8,0.0,0.48,44.94
30.29,193.32,94.11,39.44,22.06,7.52,60.0,17.41,14.83,14.29,2.43,1,3.0,1.69,0.81,16.24,0.65,72.39
23.67,167.0,64.5,47.72,29.29,9.54,60.0,18.57,21.53,22.01,1.56,2,1.73,2.26,0.8,30.71,1.48,38.12
29.17,164.83,50.0,37.76,17.84,6.06,60.0,12.19,17.92,19.38,4.02,0,3.0,2.41,1.0,21.82,0.83,34.72
21.81,212.26,58.19,28.06,35.23,6.91,60.0,14.87,17.27,25.0,2.89,1,3.0,0.79,0.83,43.75,0.27,40.23
26.52,171.15,85.68,43.51,20.72,7.94,60.0,17.39,13.58,14.31,2.39,0,3.0,2.02,0.99,50.55,0.87,48.56
22.4,131.55,65.98,32.68,33.68,9.18,60.0,13.75,15.01,16.17,2.47,1,3.0,2.92,0.79,28.03,0.81,35.5
30.34,205.26,83.2,33.8,38.46,3.24,60.0,16.32,16.4,25.0,2.28,1,0.17,3.0,0.73,14.94,0.61,58.43
29.8,185.73,124.39,45.12,23.98,8.16,60.0,13.03,16.57,19.2,2.02,0,3.0,3.0,0.81,2.64,1.15,72.87
29.46,138.4,50.0,41.73,26.24,6.34,60.0,17.65,15.35,21.13,2.57,0,3.0,2.46,0.8,39.17,0.59,34.33
22.3,135.36,74.57,49.09,22.14,8.44,60.0,11.87,16.72,22.77,2.09,0,3.0,3.0,0.79,17.55,0.54,34.32
20.59,113.7,82.04,38.34,29.68,8.62,60.0,15.19,16.38,16.58,1.97,1,0.79,3.0,1.08,48.38,0.8,25.55
25.97,192.16,123.07,41.32,30.62,9.59,60.0,12.12,17.47,21.35,2.06,1,3.0,3.0,0.78,40.75,0.62,68.56
25.78,209.25,106.47,26.41,20.71,8.94,60.0,17.48,18.21,14.06,2.91,0,3.0,3.0,0.78,35.98,1.0,62.37
22.27,172.48,97.28,21.07,25.87,10.1,60.0,15.22,10.39,8.83,1.34,1,0.65,3.0,1.01,27.47,0.89,49.95
23.32,158.52,119.65,45.9,24.61,10.95,60.0,21.41,17.39,9.09,3.81,2,3.0,3.0,0.81,37.99,0.84,50.76
31.21,195.86,90.49,48.04,27.41,4.85,60.0,14.92,18.08,20.85,3.05,0,3.0,3.0,1.01,20.29,1.0,62.56
20.56,99.56,92.45,29.32,19.58,10.11,60.0,20.26,19.09,17.18,2.97,0,1.47,3.0,1.03,34.19,0.4,34.69
24.68,164.15,128.71,50.0,26.31,5.45,60.0,10.86,16.85,5.0,2.2,1,3.0,3.0,1.2,13.32,0.29,71.43
21.62,149.89,95.77,42.7,27.96,7.21,60.0,21.17,15.36,14.76,2.94,1,3.0,2.91,0.81,55.44,1.01,32.99
24.81,183.44,109.74,46.68,25.09,11.07,60.0,14.24,16.68,16.04,2.95,2,3.0,3.0,0.78,12.12,0.7,54.24
27.06,169.51,85.22,19.87,28.08,8.24,60.0,17.82,18.01,10.15,2.33,0,3.0,3.0,0.83,7.09,0.74,39.03
33.07,214.5,61.44,18.35,30.33,10.5,60.0,15.07,14.85,13.45,2.91,0,1.68,1.78,0.99,40.79,0.85,77.93
22.93,143.15,80.49,23.57,29.17,6.7,60.0,19.7,15.83,16.8,1.98,2,3.0,1.0,1.19,33.46,0.29,36.49
21.67,140.06,96.8,29.65,27.58,7.2,60.0,17.3,21.55,17.39,2.46,0,3.0,3.0,1.0,0.0,0.35,50.0
27.7,199.23,89.99,35.14,26.95,8.91,60.0,16.91,10.0,21.89,2.62,0,3.0,3.0,1.01,51.46,0.49,51.45
19.9,135.3,98.89,36.28,28.87,11.02,60.0,14.31,16.21,12.84,2.39,0,0.0,3.0,0.75,4.54,0.81,43.6
22.17,133.73,86.4,25.11,30.67,9.74,60.0,12.75,13.4,25.0,3.2,1,3.0,3.0,0.82,58.9,0.25,33.92
20.51,143.43,59.62,25.09,16.77,7.42,60.0,16.15,16.49,18.21,2.5,1,0.94,3.0,1.01,45.03,0.37,34.33
25.72,163.98,50.0,48.85,22.62,11.49,60.0,17.38,18.99,16.32,2.95,0,3.0,3.0,0.77,46.66,0.85,34.88
24.03,207.59,50.0,20.27,25.71,6.78,60.0,18.33,21.61,20.22,2.02,0,0.7,3.0,0.82,14.9,0.39,46.19
20.63,134.64,70.57,27.28,30.35,8.25,60.0,18.34,19.1,6.64,2.25,0,3.0,1.09,1.04,39.62,0.95,26.97
25.33,205.02,80.42,33.22,32.17,5.36,60.0,17.05,17.12,15.56,1.44,0,3.0,1.24,0.8,1.23,0.6,55.88
24.35,148.9,64.97,35.72,24.36,8.58,60.0,11.83,11.63,15.06,3.83,2,3.0,3.0,1.02,56.64,1.07,26.93
20.64,129.05,84.4,31.67,15.4,5.31,60.0,12.09,12.33,19.76,2.55,0,3.0,3.0,1.2,47.81,1.26,25.72
26.45,220.21,77.61,38.63,27.01,8.03,60.0,20.74,14.15,17.31,2.0,0,1.39,3.0,0.79,20.05,0.89,66.21
25.02,199.74,87.56,23.17,16.27,5.02,60.0,20.26,17.12,17.65,2.99,2,3.0,3.0,0.81,20.46,0.32,58.61
18.78,101.15,89.92,50.0,27.68,9.02,60.0,14.23,16.42,25.0,2.16,0,3.0,0.81,0.78,35.77,1.13,22.96
21.3,179.86,101.47,34.7,29.02,8.96,60.0,11.19,18.48,13.98,2.4,0,3.0,3.0,0.8,32.95,0.88,55.4
30.43,199.56,79.99,32.95,32.48,9.07,60.0,16.94,22.21,17.86,2.96,1,3.0,1.28,0.79,37.74,0.78,65.56
24.23,152.84,114.26,34.6,27.17,7.63,60.0,15.37,21.98,17.77,1.96,0,2.25,1.04,0.76,13.42,1.15,64.2
26.44,190.52,109.7,32.13,25.62,9.78,60.0,18.72,14.21,19.47,2.54,1,1.3,3.0,0.97,43.13,0.77,67.7
25.07,176.64,86.03,26.07,27.93,11.39,60.0,14.52,16.81,22.67,2.09,2,3.0,3.0,0.98,35.76,0.44,42.6
28.15,203.14,53.42,31.83,28.35,11.42,60.0,12.23,16.21,14.06,2.41,2,3.0,3.0,0.83,8.45,0.68,35.13
15.0,106.85,74.26,37.74,21.52,5.93,60.0,17.46,14.88,23.63,1.62,2,3.0,3.0,0.8,11.35,1.06,16.27
26.09,193.76,82.09,23.56,23.85,10.61,60.0,16.27,10.81,8.72,2.83,1,1.32,3.0,0.81,16.46,0.94,59.58
31.38,211.78,80.05,34.43,19.94,7.84,60.0,22.63,20.63,17.68,2.97,0,3.0,3.0,0.78,39.44,0.34,61.43
19.88,106.05,97.08,31.28,27.35,10.6,60.0,18.09,17.22,16.89,2.97,0,3.0,3.0,1.22,38.77,1.0,20.84
20.76,139.59,60.91,28.44,28.68,7.12,60.0,12.77,17.54,8.58,1.29,0,3.0,3.0,1.2,44.51,0.78,26.63
24.22,160.47,75.78,38.88,29.78,8.61,60.0,17.21,20.33,17.3,2.46,2,1.87,3.0,1.0,45.56,0.78,40.13
23.09,195.22,110.14,50.0,22.7,5.75,60.0,11.21,19.53,17.07,2.46,0,3.0,3.0,0.8,45.25,0.42,54.66
20.9,145.13,68.85,18.8,24.36,7.81,60.0,19.73,18.68,15.37,2.43,0,3.0,3.0,0.82,41.86,0.87,28.8
18.9,125.98,94.25,38.03,26.99,5.94,60.0,11.75,13.75,18.11,2.01,0,3.0,0.85,0.79,14.5,0.72,23.67
18.55,113.79,82.05,49.9,37.25,6.6,60.0,17.01,14.12,8.92,2.32,0,1.3,2.15,1.16,13.27,1.14,33.02
23.79,197.78,50.59,36.29,28.98,10.2,60.0,12.37,22.64,15.05,2.36,0,0.03,3.0,1.2,55.79,0.79,35.51
22.06,112.54,86.49,21.9,26.56,4.33,60.0,19.98,13.2,11.04,2.37,2,2.77,3.0,0.98,55.53,0.9,28.96
23.69,165.36,68.48,49.26,30.3,9.49,60.0,18.94,21.79,21.48,1.26,2,1.83,2.38,0.75,32.6,1.46,41.4
25.87,197.23,92.29,50.0,26.01,8.93,60.0,15.59,13.06,16.26,2.48,1,3.0,3.0,1.0,27.91,1.1,54.73
27.67,143.11,89.67,22.71,31.93,7.72,60.0,12.24,13.76,20.79,3.07,0,3.0,3.0,0.78,10.05,0.75,42.62
25.7,213.92,125.97,41.81,26.99,7.62,60.0,15.91,15.28,22.12,2.59,0,1.5,3.0,0.81,35.61,0.74,71.84
30.47,194.02,82.22,42.63,25.26,6.29,60.0,14.27,13.42,17.21,1.5,1,3.0,3.0,0.81,23.18,0.76,63.15
21.54,199.7,109.45,28.96,15.61,6.31,60.0,15.89,12.7,20.94,2.08,1,3.0,3.0,0.79,21.71,0.81,53.51
18.47,131.67,85.19,34.5,22.78,8.37,60.0,17.57,11.63,8.23,3.82,0,1.12,1.9,0.97,37.28,0.5,37.3
25.3,182.95,79.02,27.58,22.69,9.28,60.0,13.45,15.32,21.29,2.95,2,3.0,3.0,0.8,18.47,0.8,57.85
19.48,167.24,106.68,50.0,26.5,9.85,60.0,17.18,19.01,25.0,3.13,0,3.0,3.0,0.8,2.91,1.32,50.18
30.05,224.96,95.87,27.23,30.24,8.9,60.0,10.79,16.26,16.67,1.97,1,0.69,1.46,1.01,38.29,0.57,88.44
26.83,184.51,98.58,39.52,20.75,7.59,60.0,18.69,17.8,25.0,4.21,1,3.0,3.0,1.21,19.17,0.81,59.03
26.89,159.7,92.17,25.42,22.88,7.57,60.0,18.19,11.78,22.0,4.11,1,3.0,3.0,0.81,27.34,0.64,47.9
24.68,184.28,111.95,41.58,27.67,9.51,60.0,12.94,15.99,10.24,1.84,1,3.0,3.0,0.81,17.13,1.38,44.2
24.45,165.74,102.58,35.74,24.2,8.76,60.0,17.68,17.38,21.53,2.57,0,3.0,3.0,1.0,46.58,1.12,50.51
25.23,168.66,83.39,22.87,24.47,11.93,60.0,19.3,14.05,6.67,1.78,0,3.0,3.0,0.8,12.09,0.71,40.94
21.9,165.5,65.46,36.73,27.69,10.41,60.0,15.63,16.67,13.43,1.9,2,2.83,3.0,1.24,40.62,0.36,36.39
24.32,177.09,58.75,33.66,19.64,7.62,60.0,13.43,10.36,17.89,2.24,1,3.0,3.0,1.0,23.1,0.68,27.69
22.18,118.81,74.98,36.97,27.18,7.85,60.0,19.88,14.46,14.68,1.94,2,2.08,3.0,0.85,62.21,0.86,27.65
24.59,215.89,129.37,50.0,25.73,8.58,60.0,15.78,17.15,11.75,1.36,1,3.0,3.0,1.04,22.93,1.42,80.73
29.75,199.11,78.52,40.89,23.41,6.4,60.0,15.07,14.33,17.92,1.41,1,2.87,3.0,0.79,17.37,0.75,61.95
23.96,196.67,107.53,31.99,22.5,9.99,60.0,16.89,19.44,9.57,2.6,1,2.69,3.0,0.82,7.99,0.39,60.71
