lot_id,api_pct,citrate_buffer_pct,citric_acid_pct,sweetener_pct,preservative_pct,water_ph,prev_lot_ph,mixing_temp_c,mixing_time_min,agitation_rpm,addition_order,final_ph,lot_approved
833,2.74,4.7,1.25,25.0,0.45,6.92,5.63,15.0,5.0,300.0,2,3.5,0
834,2.85,3.71,1.93,9.79,0.29,6.4,5.04,33.0,31.26,300.0,3,3.19,0
835,1.0,1.64,1.35,5.07,0.34,6.75,4.69,32.76,36.27,300.0,1,4.79,1
836,3.16,1.74,0.89,20.05,0.81,7.24,5.8,22.16,31.1,252.2,3,5.31,1
837,3.5,4.0,1.76,22.18,0.79,6.79,4.63,15.0,56.93,300.0,2,3.7,0
838,2.31,5.0,1.08,25.0,0.67,6.18,4.9,29.59,8.32,300.0,2,3.66,0
839,1.25,1.83,1.71,25.0,0.61,7.43,5.27,25.74,36.03,300.0,2,4.39,0
840,3.85,1.36,1.13,22.88,0.52,6.22,5.72,20.37,55.31,82.2,3,5.06,1
841,2.82,3.91,0.5,25.0,0.5,6.31,4.37,32.91,18.14,300.0,1,4.45,1
842,2.75,2.03,0.84,22.72,0.63,6.12,5.88,32.27,55.13,300.0,1,5.13,1
843,3.2,2.01,0.5,12.4,0.82,6.97,5.07,21.23,28.2,300.0,1,5.82,0
844,1.7,1.73,0.77,19.42,0.45,7.1,5.65,32.47,58.02,300.0,1,5.83,0
845,3.98,3.65,0.5,24.32,0.81,6.73,5.34,17.81,50.61,300.0,1,5.13,1
846,4.61,4.51,0.5,25.0,0.86,5.92,5.3,20.28,54.39,300.0,1,5.15,1
847,1.0,3.73,0.5,13.1,0.54,7.2,5.42,33.44,38.95,300.0,3,4.98,1
848,4.65,3.08,1.77,25.0,0.93,7.06,5.98,15.59,39.51,300.0,3,4.38,0
849,1.59,3.6,0.5,12.56,0.22,7.46,5.66,29.48,46.61,300.0,2,4.94,1
850,4.0,1.94,0.5,15.91,0.38,7.38,5.47,31.75,54.76,300.0,2,5.48,0
851,3.31,5.0,1.18,25.0,0.98,6.67,4.2,33.46,7.5,168.2,3,2.43,0
852,2.2,3.64,1.2,25.0,0.76,6.62,5.51,22.64,34.71,300.0,1,4.08,0
853,3.88,2.92,1.28,25.0,0.82,6.14,4.37,15.23,44.51,300.0,2,4.14,0
854,1.02,1.63,0.5,22.79,0.96,6.79,5.14,18.95,54.1,300.0,2,5.79,0
855,3.56,3.2,1.54,10.99,0.21,7.37,5.91,24.86,49.15,300.0,3,4.18,0
856,4.0,3.48,0.5,21.42,0.91,6.58,5.11,30.44,20.19,300.0,3,4.84,1
857,1.01,1.05,1.71,25.0,0.36,6.27,4.1,18.08,27.7,300.0,1,4.48,0
858,3.33,1.3,0.5,9.76,0.47,7.22,5.77,31.16,49.52,300.0,1,5.7,0
859,2.78,1.37,1.87,14.58,0.99,7.15,5.09,17.56,49.76,300.0,3,5.13,1
860,3.92,2.86,0.5,13.1,0.43,6.17,4.62,19.64,54.86,128.1,1,5.04,1
861,2.68,0.95,1.34,5.0,0.39,6.86,4.8,24.35,56.38,300.0,2,4.69,1
862,2.06,3.82,2.07,19.36,0.79,6.54,5.0,32.2,12.12,300.0,1,3.31,0
863,5.23,1.75,2.01,15.86,0.96,6.81,4.49,29.31,51.6,300.0,1,4.76,1
864,3.09,1.34,0.59,24.07,0.98,6.88,5.65,18.78,39.42,200.1,3,5.29,1
865,1.0,1.29,0.69,17.91,0.26,6.42,4.18,26.41,51.56,225.5,1,5.32,1
866,3.25,4.55,2.0,5.47,0.87,6.98,3.85,15.98,7.47,300.0,3,3.02,0
867,4.28,1.94,0.5,16.36,0.05,7.43,5.77,22.01,38.52,300.0,3,6.26,0
868,2.97,2.57,0.5,9.06,0.14,6.77,5.69,15.33,30.74,300.0,1,5.62,0
869,3.57,4.43,1.6,25.0,0.19,6.91,5.97,28.32,13.29,300.0,1,3.83,0
870,2.24,2.61,0.5,25.0,0.12,7.14,4.81,27.84,9.98,300.0,1,5.65,0
871,1.0,3.62,2.04,5.05,0.47,7.19,5.72,33.67,60.0,182.9,1,3.75,0
872,3.51,2.36,1.42,5.9,0.63,6.2,4.69,21.43,47.44,156.7,2,4.05,0
873,1.25,2.24,1.99,25.0,0.54,7.39,5.54,24.68,37.18,300.0,2,4.3,0
874,3.52,4.16,1.18,10.18,0.52,6.35,3.98,22.3,40.57,300.0,1,4.11,0
875,4.57,2.42,1.35,25.0,0.14,6.02,5.65,25.58,13.6,300.0,1,4.45,0
876,3.85,1.5,0.5,14.81,0.56,6.63,5.73,16.04,60.0,300.0,1,5.99,0
877,1.15,2.52,1.55,15.62,1.0,7.27,4.57,24.34,56.5,300.0,3,4.73,1
878,1.07,2.35,0.5,12.19,0.27,6.02,5.15,25.2,18.18,240.4,2,4.87,1
879,3.48,3.83,1.1,23.46,0.52,6.0,4.14,22.18,42.82,232.7,1,3.92,0
880,4.36,4.33,0.5,25.0,0.83,7.43,4.61,16.4,37.74,240.9,2,4.2,0
881,2.52,2.57,1.02,9.31,0.91,6.57,4.42,26.32,13.65,300.0,3,3.91,0
882,1.64,2.99,0.5,11.44,0.9,5.96,4.77,33.28,56.19,300.0,1,5.09,1
883,4.73,4.09,0.93,6.25,0.64,7.06,5.4,18.81,53.72,300.0,3,4.42,0
884,3.68,3.15,0.5,25.0,0.25,6.54,4.22,15.86,60.0,300.0,3,5.44,1
885,2.66,2.42,1.58,17.36,0.52,6.42,5.3,23.14,46.85,300.0,2,4.17,0
886,1.06,3.01,1.35,25.0,0.14,6.69,4.4,29.76,34.49,300.0,2,4.26,0
887,1.3,3.61,2.01,25.0,0.69,6.67,5.34,20.12,22.86,245.4,2,3.07,0
888,1.74,2.31,0.69,25.0,0.27,6.98,4.0,24.44,60.0,300.0,3,5.18,1
889,4.47,2.44,1.28,25.0,0.89,7.5,5.59,28.54,10.82,143.4,1,4.32,0
890,2.47,1.36,0.5,20.04,0.44,6.69,5.26,15.12,8.28,183.4,1,5.52,0
891,4.9,3.0,1.2,25.0,0.55,6.15,3.93,29.73,10.33,300.0,1,3.83,0
892,1.06,1.41,1.04,5.44,0.29,6.45,4.54,22.21,30.75,216.3,1,4.75,1
893,4.17,1.56,0.5,25.0,0.72,6.39,6.0,32.0,41.84,300.0,3,5.46,0
894,4.27,3.77,1.53,19.2,0.09,6.23,4.68,17.92,29.73,300.0,2,3.7,0
895,1.8,2.71,1.42,15.84,0.46,6.7,5.46,17.54,27.08,164.0,2,4.28,0
896,1.59,2.98,1.02,22.87,0.18,6.88,5.38,30.18,33.58,200.0,3,4.61,1
897,4.82,1.37,1.8,8.94,0.96,6.29,4.97,23.21,54.33,300.0,2,4.46,0
898,1.2,4.1,1.23,25.0,0.57,6.11,4.72,28.83,44.9,77.0,3,3.61,0
899,2.67,4.36,0.87,25.0,0.56,6.36,5.64,25.52,57.01,300.0,3,4.5,0
900,4.82,3.53,0.93,5.0,0.47,6.25,4.54,20.59,38.04,154.6,1,4.18,0
901,1.17,2.13,0.51,25.0,0.54,6.61,5.46,33.73,32.37,300.0,2,5.09,1
902,4.11,5.0,0.5,22.83,0.73,6.51,5.44,31.26,29.24,216.5,2,4.21,0
903,4.48,3.26,1.49,23.86,0.78,6.94,5.2,24.61,8.96,300.0,1,4.1,0
904,2.79,1.42,0.79,15.61,0.71,6.01,5.15,29.61,5.0,300.0,3,5.03,1
905,2.51,4.04,0.52,25.0,0.58,7.43,5.17,29.06,58.49,59.2,2,4.1,0
906,4.54,1.28,0.5,25.0,0.4,6.35,5.1,28.68,41.64,300.0,1,5.46,0
907,1.74,4.19,0.5,25.0,0.69,7.25,4.39,21.86,53.63,69.1,2,4.45,0
908,2.01,1.34,0.54,15.98,0.8,7.33,4.62,25.14,60.0,300.0,2,5.77,0
909,1.6,2.35,1.76,11.52,0.13,6.87,5.35,25.18,57.72,190.5,3,4.56,1
910,2.16,4.59,0.5,12.02,0.62,6.12,5.9,23.53,58.24,85.3,1,4.9,1
911,3.35,4.31,0.75,17.42,0.05,7.34,5.11,30.44,42.79,273.7,3,4.39,0
912,4.42,4.17,1.1,19.53,0.78,6.67,5.93,31.1,37.22,274.3,2,4.03,0
913,1.0,3.38,1.15,25.0,0.12,7.29,5.19,18.01,23.6,300.0,1,4.58,1
914,1.0,4.56,1.51,7.47,0.47,7.39,5.98,30.03,41.53,300.0,3,3.62,0
915,3.07,4.72,1.24,7.53,0.08,7.01,5.25,31.05,42.97,300.0,3,4.0,0
916,4.76,2.34,1.09,6.39,0.69,6.8,4.54,23.85,12.88,300.0,1,4.59,1
917,1.77,4.23,0.5,22.2,0.68,6.25,4.06,33.86,53.25,300.0,2,4.33,0
918,1.4,1.33,0.5,25.0,0.52,6.46,5.67,24.84,22.38,300.0,3,5.44,1
919,1.0,3.98,0.5,12.16,0.66,6.91,5.68,29.15,15.5,300.0,1,5.0,1
920,1.0,2.18,0.97,8.22,0.23,7.06,5.37,15.0,5.0,300.0,1,4.72,1
921,1.3,3.69,1.22,16.98,0.58,6.99,4.7,15.01,57.08,211.0,3,4.34,0
922,2.85,2.01,0.5,25.0,0.96,7.5,5.19,21.93,13.48,178.7,3,4.63,1
923,1.2,1.06,1.42,11.78,0.72,6.15,5.17,31.58,39.86,226.7,3,4.51,1
924,2.04,5.0,0.82,25.0,1.0,6.53,5.72,22.73,9.3,300.0,1,4.28,0
925,1.77,4.14,2.0,8.38,0.28,6.24,5.76,34.58,39.3,300.0,3,3.52,0
926,4.44,2.1,0.64,12.98,0.14,6.2,5.27,16.59,34.67,300.0,1,4.81,1
927,2.3,1.45,0.9,8.32,0.87,6.83,5.35,19.34,27.94,300.0,3,5.57,1
928,1.78,1.34,0.5,9.88,0.34,6.28,5.85,16.78,38.85,300.0,3,6.23,0
929,1.11,3.68,0.5,15.35,0.51,7.36,4.43,33.21,24.11,278.3,1,4.59,1
930,4.38,1.8,0.64,13.23,0.69,6.59,5.45,22.71,50.94,300.0,2,5.36,1
931,1.9,4.01,0.89,22.42,0.54,6.82,4.41,32.84,7.65,300.0,3,3.48,0
932,2.43,2.87,0.5,25.0,0.17,6.52,5.04,23.47,31.63,300.0,3,5.2,1
933,3.85,1.23,1.24,21.99,0.22,6.46,5.8,22.72,32.98,171.7,3,4.75,1
934,1.0,1.72,1.55,25.0,0.51,7.23,4.65,34.02,42.24,300.0,2,4.56,0
935,1.84,1.16,0.58,25.0,0.82,6.31,5.43,18.55,30.16,300.0,3,5.22,1
936,4.14,1.53,0.57,25.0,0.66,6.3,5.2,27.06,43.19,300.0,2,5.22,1
937,4.19,4.83,0.96,25.0,0.09,6.59,5.6,24.18,36.82,300.0,3,4.35,0
938,1.27,2.01,1.13,25.0,0.16,6.02,4.11,30.15,9.41,98.6,2,2.97,0
939,3.82,1.79,0.73,25.0,0.57,6.51,4.98,24.65,54.39,300.0,2,4.83,1
940,1.85,1.68,1.39,25.0,0.5,6.95,4.24,20.25,24.86,132.0,2,3.95,0
941,1.83,1.61,0.61,25.0,0.91,6.51,4.21,17.27,55.95,300.0,2,5.48,1
942,4.65,4.45,1.53,14.27,0.16,6.35,5.24,24.49,55.74,300.0,3,3.69,0
943,3.48,2.73,1.39,25.0,0.56,6.29,4.46,29.29,57.7,300.0,1,4.35,0
944,1.1,3.12,1.55,19.68,0.38,7.36,4.82,18.09,23.06,300.0,2,4.08,0
945,3.81,2.75,0.5,25.0,0.22,6.66,4.4,26.33,8.13,300.0,3,5.07,1
946,4.0,3.74,0.63,25.0,0.38,7.08,4.26,18.14,42.83,300.0,1,4.77,1
947,3.35,1.73,1.55,25.0,0.41,7.15,4.5,29.04,36.88,142.8,3,4.2,0
948,3.2,2.42,1.78,19.73,0.26,7.13,6.09,29.4,41.96,300.0,2,4.71,1
949,3.55,4.03,0.96,24.47,0.43,6.03,4.13,22.0,38.02,262.0,1,3.75,0
950,1.64,3.58,0.5,9.15,0.98,6.44,5.03,27.0,47.92,275.0,1,4.89,1
951,1.0,4.98,0.93,25.0,0.14,7.18,4.12,28.36,60.0,300.0,1,4.16,0
952,2.87,1.05,1.59,25.0,0.6,6.3,5.84,15.95,58.96,300.0,3,4.83,1
953,1.13,4.08,1.12,6.01,0.82,6.59,5.02,33.77,60.0,300.0,2,3.85,0
954,4.61,4.86,1.14,25.0,0.55,6.52,4.85,20.31,40.86,300.0,1,4.19,0
955,4.02,3.96,0.92,25.0,0.94,6.49,5.29,31.85,56.48,300.0,1,4.3,0
956,3.64,1.12,1.02,25.0,0.62,6.77,4.76,30.93,7.49,300.0,2,4.67,1
957,2.54,1.86,1.22,6.31,0.3,5.91,4.84,17.15,41.15,286.1,1,4.41,0
958,3.55,1.35,1.55,8.93,0.84,6.44,5.16,34.97,44.88,300.0,2,4.38,0
959,3.36,4.62,0.5,25.0,0.32,6.06,5.56,17.02,49.14,300.0,2,4.63,1
960,2.57,4.87,0.5,6.55,0.56,6.21,4.8,23.03,54.92,300.0,3,4.44,0
961,3.93,0.95,0.5,12.52,0.85,6.24,5.5,30.51,17.49,240.0,1,5.35,1
962,1.09,3.45,1.85,25.0,0.56,6.63,4.58,23.69,30.14,300.0,2,3.59,0
963,4.83,4.46,0.5,11.35,0.72,7.45,4.66,35.0,51.33,246.6,3,4.25,0
964,1.08,4.09,1.35,25.0,0.62,6.07,4.61,30.36,43.5,108.3,3,3.49,0
965,2.94,3.5,1.93,25.0,0.77,6.13,4.04,15.74,27.6,300.0,2,3.44,0
966,1.33,3.63,1.43,25.0,0.52,6.22,4.18,23.51,23.37,300.0,3,4.13,0
967,1.21,4.73,0.77,25.0,0.74,6.74,5.61,25.86,22.44,300.0,1,4.24,0
968,4.89,5.0,1.82,15.86,0.57,6.44,4.67,16.67,40.39,300.0,2,3.15,0
969,4.98,1.8,0.5,14.12,0.33,6.94,5.72,15.0,31.11,300.0,1,5.7,0
970,1.73,4.96,0.5,16.17,0.75,7.48,4.77,15.0,28.26,175.7,3,4.25,0
971,4.28,1.6,0.5,15.08,0.45,6.14,5.06,27.61,5.17,140.6,1,4.75,1
972,2.89,2.52,1.32,25.0,0.16,6.79,4.33,15.54,42.32,300.0,1,4.5,0
973,1.12,4.15,0.5,25.0,0.34,6.91,4.84,23.36,26.12,300.0,1,5.3,1
974,2.23,2.07,0.5,21.47,1.0,6.6,4.85,27.82,39.21,300.0,3,5.4,1
975,4.43,3.73,1.38,25.0,0.9,6.97,5.1,23.36,28.06,300.0,1,4.25,0
976,3.02,2.82,0.5,17.99,0.22,7.37,5.5,31.95,5.19,171.6,3,4.94,1
977,1.44,1.52,0.57,25.0,0.16,6.7,4.82,28.26,29.04,300.0,2,5.05,1
978,3.09,2.28,1.14,25.0,0.58,7.43,5.74,16.61,27.25,300.0,3,5.28,1
979,1.0,4.88,0.87,12.16,0.38,6.42,4.39,24.19,49.09,299.9,2,3.93,0
980,2.66,4.72,1.13,25.0,0.27,6.56,4.85,17.81,45.7,148.9,2,3.65,0
981,4.46,3.95,1.77,25.0,0.3,5.95,5.75,15.61,51.26,300.0,2,3.88,0
982,2.18,2.08,1.41,16.71,0.68,7.37,3.9,26.31,19.02,300.0,2,4.55,1
983,3.62,4.94,0.67,25.0,0.81,6.4,4.66,16.35,16.08,300.0,2,4.34,0
984,4.56,3.31,0.5,6.27,0.1,6.44,5.25,23.5,52.75,300.0,3,5.45,1
985,4.98,4.81,1.3,5.0,0.72,6.32,4.4,18.51,24.38,300.0,3,3.37,0
986,3.13,2.22,1.98,25.0,0.59,6.33,5.26,15.29,8.15,179.7,1,3.59,0
987,4.05,2.23,0.71,21.9,0.34,6.87,4.82,30.2,9.57,300.0,1,4.95,1
988,4.18,1.3,1.7,17.45,0.28,6.96,5.4,25.86,14.58,300.0,1,4.52,1
989,2.35,1.84,1.71,22.97,0.26,7.06,4.08,21.33,11.84,300.0,2,3.53,0
990,3.06,3.26,0.66,25.0,0.62,6.31,5.13,33.15,59.92,300.0,1,4.92,1
991,4.31,4.06,0.73,10.62,0.97,7.23,5.89,31.98,11.48,300.0,3,4.26,0
992,2.75,1.29,1.33,25.0,0.64,6.22,4.36,28.4,46.38,300.0,1,4.45,0
993,3.27,3.66,0.5,9.58,0.71,6.0,5.68,15.48,12.21,239.5,3,4.57,1
994,4.85,1.92,1.86,24.27,0.6,6.69,5.84,23.79,33.65,300.0,2,3.8,0
995,3.26,2.65,1.25,15.91,0.85,7.01,4.91,19.11,25.91,211.5,2,4.08,0
996,1.65,3.0,1.53,25.0,0.37,6.69,4.85,28.44,60.0,166.3,2,4.31,0
997,4.3,2.88,0.5,25.0,0.15,7.24,5.58,21.76,26.6,300.0,1,5.29,1
998,3.69,2.67,1.03,11.35,0.77,6.81,4.97,31.35,34.36,300.0,2,4.32,0
999,1.26,3.54,0.89,24.83,0.66,6.35,4.55,29.51,32.63,300.0,3,4.51,1
1000,2.98,2.92,1.46,5.0,0.36,6.43,4.44,31.32,56.68,136.5,2,3.74,0
1001,1.0,4.0,0.65,14.68,0.26,6.18,4.7,19.81,13.95,300.0,1,4.61,1
1002,4.56,3.98,1.54,25.0,0.31,6.3,5.05,33.62,27.12,300.0,2,3.64,0
1003,1.37,3.01,0.5,25.0,0.08,6.06,4.54,23.51,21.81,300.0,1,4.82,1
1004,2.85,2.9,0.52,12.55,0.45,6.12,5.29,32.76,12.53,300.0,1,5.04,1
1005,1.0,3.79,0.5,15.29,0.55,7.07,5.42,32.59,36.25,300.0,3,5.07,1
1006,1.82,2.67,0.5,8.77,0.54,6.28,4.56,23.39,16.57,300.0,3,4.87,1
1007,3.96,3.83,0.65,25.0,0.44,6.92,4.26,18.47,39.02,300.0,1,4.86,1
1008,3.33,3.02,1.22,25.0,0.76,6.1,3.92,23.61,10.89,300.0,1,3.88,0
1009,4.45,4.34,1.29,24.21,0.66,6.95,5.44,27.14,32.73,258.6,1,4.04,0
1010,4.41,0.97,0.5,25.0,0.3,6.56,5.54,25.55,25.81,285.3,2,5.44,0
1011,3.11,3.11,0.5,25.0,0.59,5.97,5.87,29.65,8.93,300.0,1,5.12,1
1012,1.0,2.84,1.45,20.69,0.3,7.5,4.73,16.51,24.79,300.0,2,4.04,0
1013,1.44,1.36,1.19,5.21,0.23,6.75,4.17,30.47,49.16,300.0,2,5.15,1
1014,4.27,5.0,1.56,15.23,0.08,6.35,5.41,20.69,14.13,167.2,1,3.42,0
1015,2.41,1.08,1.9,25.0,0.05,6.93,4.57,21.28,21.58,300.0,2,4.41,0
1016,2.74,4.98,0.5,25.0,0.16,6.21,5.64,30.5,25.01,215.4,2,4.0,0
1017,2.33,4.28,1.3,21.75,0.46,7.22,4.96,19.47,5.0,134.4,1,2.69,0
1018,2.41,3.14,0.5,10.05,0.67,7.12,4.83,18.44,51.54,300.0,1,5.27,1
1019,1.19,3.99,0.56,16.76,0.85,5.94,4.06,22.46,25.48,298.6,2,4.12,0
1020,2.14,3.37,1.29,12.18,0.18,6.02,5.8,18.16,17.72,300.0,1,4.53,0
1021,4.26,2.93,1.86,23.6,0.18,7.11,4.15,19.77,37.93,300.0,2,3.81,0
1022,2.57,2.82,0.5,7.4,0.82,6.07,4.86,23.08,27.53,300.0,2,4.72,1
1023,4.17,2.87,0.81,25.0,0.84,7.36,5.78,18.89,43.44,300.0,2,4.95,1
1024,4.42,3.89,0.54,25.0,0.83,6.36,5.56,21.84,14.82,288.2,1,4.64,1
1025,3.12,4.24,0.5,8.09,1.0,7.06,5.14,25.97,11.42,300.0,2,4.27,0
1026,2.15,2.41,0.62,25.0,0.46,7.0,5.83,16.95,55.91,146.4,3,5.49,1
1027,2.81,2.85,0.5,25.0,0.51,6.41,4.45,17.58,21.48,300.0,1,5.23,1
1028,3.77,1.59,0.79,23.55,0.39,7.04,4.87,23.1,12.52,300.0,1,5.48,1
1029,1.56,3.39,1.75,11.5,0.35,6.2,4.09,15.04,51.33,300.0,1,3.95,0
1030,4.53,0.89,0.82,7.84,0.84,6.65,4.94,33.02,37.07,300.0,2,4.9,1
1031,3.11,1.37,0.72,17.24,0.6,6.84,4.17,25.41,16.63,124.8,1,4.15,0
1032,2.91,3.96,1.23,25.0,0.65,6.34,5.4,26.62,30.89,300.0,3,3.82,0
1033,1.0,2.53,1.39,7.49,0.12,6.64,4.02,32.51,36.93,300.0,1,4.45,1
1034,1.31,1.39,0.5,10.01,0.76,7.1,5.59,30.37,30.15,300.0,2,5.66,0
1035,5.51,2.29,1.08,10.45,0.52,6.07,4.76,19.16,50.64,300.0,1,4.73,1
1036,3.86,1.26,1.29,25.0,0.32,6.35,4.74,15.0,13.02,300.0,3,4.69,1
1037,1.39,4.47,1.17,16.98,1.0,6.49,6.06,25.54,12.36,300.0,3,4.12,0
1038,1.0,3.58,0.5,9.54,0.57,6.94,5.99,29.82,51.19,115.9,2,5.12,1
1039,2.88,3.96,1.28,25.0,0.78,7.04,5.93,27.8,54.22,300.0,2,4.12,0
1040,2.94,2.84,1.26,20.47,0.13,6.02,5.77,17.47,12.54,300.0,1,4.64,1
1041,4.59,4.12,0.51,11.8,0.56,6.89,4.07,25.3,43.53,300.0,3,4.43,0
1042,1.94,4.1,0.5,25.0,0.16,6.2,4.2,30.06,8.62,300.0,2,3.95,0
1043,1.0,3.21,0.52,12.19,0.24,7.31,4.2,33.12,53.76,300.0,1,5.03,1
1044,4.87,1.13,1.47,25.0,0.55,6.67,4.95,27.54,5.03,263.3,3,4.14,0
1045,3.38,3.36,1.79,25.0,0.25,6.93,4.94,19.1,34.67,300.0,1,3.87,0
1046,4.55,4.35,0.5,14.31,1.0,6.83,5.38,30.36,24.18,300.0,2,4.23,0
1047,3.59,1.69,1.39,25.0,0.92,6.91,4.75,28.99,38.63,300.0,2,4.45,0
1048,1.0,3.56,1.72,25.0,0.42,7.44,4.17,25.71,7.6,144.5,2,1.89,0
1049,4.68,1.96,1.04,21.5,1.0,7.06,5.85,23.41,47.86,300.0,1,5.27,1
1050,1.0,3.54,1.71,25.0,0.67,6.56,5.06,19.09,17.42,238.4,2,2.98,0
1051,4.33,1.97,1.58,25.0,0.56,7.09,4.67,22.18,40.16,209.4,2,4.33,0
1052,4.55,4.98,0.5,25.0,0.33,6.23,5.63,15.7,44.89,300.0,2,4.46,1
1053,2.99,3.16,1.75,22.96,0.71,6.39,4.64,27.85,26.59,187.8,2,3.33,0
1054,4.05,4.02,0.5,25.0,0.51,6.8,5.04,20.87,37.41,272.8,3,4.73,1
1055,1.0,1.46,0.5,25.0,0.82,7.31,5.84,26.09,57.67,300.0,2,5.87,0
1056,4.35,4.41,0.82,25.0,0.51,6.46,5.63,17.77,40.46,300.0,2,4.11,0
1057,5.21,4.08,1.76,17.3,0.68,6.5,4.52,22.25,17.67,300.0,2,3.23,0
1058,5.02,2.83,1.6,25.0,0.94,7.02,5.87,15.56,30.91,261.8,1,4.28,0
1059,1.76,1.53,0.67,23.54,0.36,6.66,4.9,24.3,30.25,300.0,2,5.03,1
1060,2.92,2.81,0.74,25.0,0.89,6.04,4.71,29.38,30.77,300.0,1,4.66,1
1061,3.73,1.12,0.5,25.0,0.74,6.55,4.3,19.82,32.41,300.0,2,5.51,0
1062,2.48,1.7,0.5,15.22,0.87,5.95,4.06,28.02,51.49,294.3,3,5.24,1
1063,1.65,3.82,1.46,11.81,0.49,7.43,5.06,35.0,35.88,300.0,3,3.53,0
1064,4.38,1.56,1.49,25.0,0.11,7.12,3.99,32.56,35.77,281.5,2,4.22,0
1065,1.56,4.35,0.5,7.2,0.47,6.52,5.21,34.42,36.69,300.0,3,4.7,1
1066,1.84,1.79,1.98,25.0,0.34,6.9,4.72,27.43,58.49,300.0,1,4.6,1
1067,1.2,4.2,1.62,21.37,0.81,6.38,4.73,23.89,16.89,300.0,3,3.59,0
1068,3.13,1.96,1.13,25.0,0.45,5.96,4.93,32.08,24.58,300.0,3,4.2,0
1069,3.02,0.65,1.03,25.0,0.51,6.82,4.69,32.82,6.25,300.0,2,4.78,1
1070,3.2,2.38,1.35,18.92,0.61,6.35,4.16,15.16,43.83,300.0,3,4.36,0
1071,3.85,1.19,1.43,21.26,0.72,7.1,4.04,29.88,5.96,300.0,3,4.69,1
1072,4.48,2.89,0.87,25.0,0.3,6.31,5.24,20.77,41.75,286.7,2,4.64,1
1073,2.34,2.18,1.9,8.61,0.53,6.93,5.72,16.23,54.33,300.0,1,5.03,1
1074,1.53,3.02,1.68,13.62,0.37,7.12,4.1,32.5,26.92,300.0,3,4.14,0
1075,2.16,4.8,0.99,24.96,0.26,7.13,5.96,27.21,26.59,300.0,3,4.25,0
1076,4.2,2.14,1.67,25.0,0.13,6.22,5.56,25.78,7.52,266.2,1,3.99,0
1077,4.08,3.82,0.5,6.26,0.38,6.51,5.01,32.61,56.33,224.3,2,4.85,1
1078,3.88,4.25,0.5,10.72,0.9,6.84,4.61,16.18,56.86,257.0,3,4.48,0
1079,1.94,1.7,1.97,21.97,0.35,5.93,4.17,21.38,8.94,128.4,1,2.88,0
1080,3.36,2.87,1.09,8.0,0.23,6.45,4.38,23.54,26.59,300.0,3,4.54,0
1081,4.25,1.33,0.78,15.88,0.27,7.02,5.26,32.18,17.87,300.0,1,5.38,1
1082,1.09,3.51,0.5,25.0,0.96,7.22,6.04,32.24,50.34,300.0,2,5.21,1
1083,2.79,4.9,1.13,25.0,0.86,6.85,4.57,35.0,27.55,300.0,3,4.0,0
1084,2.78,4.45,0.5,5.0,0.17,6.4,4.17,28.57,7.4,300.0,2,4.06,0
1085,4.43,1.74,1.09,25.0,0.22,7.08,4.47,15.16,57.67,268.8,2,4.99,1
1086,4.5,4.94,1.82,5.85,0.76,6.36,4.22,33.45,20.53,300.0,2,2.83,0
1087,3.89,3.46,0.5,19.95,0.28,6.28,5.14,32.5,40.6,300.0,1,4.68,1
1088,4.55,2.06,0.5,14.3,0.27,6.72,5.56,16.84,34.71,300.0,1,5.9,0
1089,3.92,4.71,1.77,25.0,0.64,6.89,5.56,30.56,42.82,218.7,1,3.07,0
1090,5.0,2.03,1.56,13.11,0.99,7.5,4.81,25.13,16.58,300.0,2,4.09,0
1091,2.08,2.52,1.15,25.0,0.07,7.47,4.62,18.74,44.04,300.0,2,4.83,1
1092,4.26,4.24,0.98,21.03,0.22,6.94,4.45,24.67,8.69,157.4,1,3.34,0
1093,1.0,4.05,0.72,5.0,0.38,6.41,4.91,28.67,34.4,300.0,3,4.7,1
1094,2.48,1.36,1.45,25.0,0.37,6.89,4.41,32.54,24.24,300.0,2,4.7,1
1095,2.3,3.22,1.18,24.42,0.63,6.93,5.9,17.19,43.99,272.2,2,4.32,0
1096,3.04,2.9,1.53,14.71,0.55,6.6,4.61,15.21,57.23,163.3,3,4.14,0
1097,2.3,3.19,0.5,25.0,0.49,6.0,4.65,24.0,5.78,146.2,3,4.32,0
1098,1.0,2.93,1.55,13.26,0.61,6.67,5.18,20.06,48.86,300.0,3,4.07,0
1099,1.0,1.82,0.5,25.0,0.67,6.46,5.81,27.24,22.84,300.0,2,5.05,1
1100,2.58,3.74,0.5,8.11,0.48,7.33,4.95,25.96,5.59,300.0,3,4.41,0
1101,1.69,1.05,0.72,12.23,0.76,7.21,4.5,25.39,17.79,300.0,2,5.0,1
1102,1.15,1.48,1.18,13.83,0.2,6.41,5.17,19.75,47.78,300.0,2,4.88,1
1103,2.88,1.15,0.97,13.86,0.29,6.26,5.31,16.18,21.9,300.0,2,4.84,1
1104,2.44,1.65,0.5,25.0,0.4,7.22,5.51,24.59,60.0,300.0,2,6.18,0
1105,5.25,3.98,0.5,25.0,0.84,6.87,4.78,32.63,35.6,300.0,2,4.41,0
1106,2.36,2.82,0.55,25.0,0.59,6.12,4.45,30.88,53.36,145.1,1,4.65,1
1107,1.84,3.96,1.54,25.0,0.17,6.15,4.39,27.1,54.13,300.0,1,3.97,0
