vibration_rms_mm_s,vibration_hf_g,bearing_temp_c,motor_current_a,voltage_v,power_factor_pct,speed_rpm,lube_flow_l_min,lube_pressure_bar,internal_humidity_pct,op_status
5.693,2.343,95.681,32.341,466.141,88.011,1406.882,16.645,1.827,30.299,Critical
1.532,0.335,61.616,18.093,457.971,93.213,1511.346,33.981,3.256,23.779,Normal
2.262,0.217,62.396,19.74,457.129,97.623,1495.116,35.125,3.465,24.59,Normal
2.75,0.387,60.264,18.893,469.429,97.143,1486.194,35.625,4.229,21.793,Normal
4.247,1.131,80.471,24.124,456.293,90.112,1509.94,34.837,2.704,18.97,Alert
2.63,0.539,65.88,18.551,457.671,94.236,1521.206,38.896,3.578,24.563,Normal
4.931,0.984,74.776,26.45,464.233,94.906,1505.654,37.085,3.601,26.299,Alert
5.236,1.496,81.991,22.674,468.457,86.11,1475.523,26.708,2.07,31.584,Critical
2.296,0.387,64.21,14.707,464.207,94.559,1488.953,31.565,3.71,21.466,Normal
1.046,0.508,68.704,18.198,466.494,99.85,1503.523,38.055,3.924,24.136,Normal
3.302,1.05,87.138,23.67,460.887,90.403,1376.934,29.187,3.274,24.278,Alert
2.143,0.418,71.1,19.074,460.384,93.348,1415.513,32.825,3.566,19.96,Normal
1.418,0.064,62.965,17.611,457.567,95.701,1509.547,37.95,3.769,22.053,Normal
7.443,2.46,97.985,27.367,464.01,82.084,1482.039,20.452,1.484,37.085,Critical
2.571,1.014,65.011,20.738,465.718,88.791,1505.25,33.931,1.881,27.26,Alert
2.132,0.369,62.256,17.169,457.981,93.599,1514.522,36.762,3.94,29.117,Normal
5.041,1.289,77.654,25.682,465.145,96.334,1466.634,28.799,2.824,32.889,Alert
1.637,0.291,63.963,17.35,473.637,91.815,1484.307,36.247,4.074,25.92,Normal
4.118,1.132,75.59,15.873,454.192,90.391,1454.808,25.387,2.483,20.938,Alert
1.869,0.234,71.27,13.912,459.015,93.115,1495.849,34.806,3.533,30.177,Normal
4.36,0.877,80.592,19.45,453.579,92.411,1434.151,31.013,2.56,39.204,Alert
6.73,1.467,91.09,27.499,463.053,96.456,1436.248,17.104,2.018,40.041,Critical
4.536,1.088,75.775,24.68,463.899,92.104,1513.982,24.662,3.097,20.528,Alert
1.505,0.45,66.052,20.572,455.326,94.143,1507.862,36.837,4.287,27.106,Normal
3.974,1.023,74.361,24.131,463.177,88.181,1478.734,29.219,3.083,21.119,Alert
1.453,0.143,69.128,20.813,455.107,97.675,1470.789,31.003,3.224,24.725,Normal
2.569,0.535,64.147,20.773,470.863,94.474,1420.065,28.827,3.821,24.84,Normal
2.168,0.444,75.459,19.586,461.877,97.893,1440.886,39.962,3.258,20.984,Normal
1.256,0.389,53.917,16.654,464.532,93.185,1502.596,38.531,2.607,24.322,Normal
1.429,0.216,67.898,16.541,460.306,97.101,1514.301,37.536,3.669,23.984,Normal
2.002,0.423,70.023,17.784,461.539,92.52,1478.464,35.874,3.932,30.567,Normal
3.647,0.97,85.92,26.844,458.111,93.883,1392.167,26.495,2.799,30.473,Alert
4.542,1.585,83.581,21.451,457.137,91.027,1453.604,35.233,3.196,34.611,Alert
2.076,0.472,61.567,16.707,460.165,96.689,1452.335,30.902,3.918,17.901,Normal
2.098,0.21,60.943,12.084,462.905,94.906,1564.204,31.434,3.186,21.836,Normal
6.45,1.844,93.017,27.227,444.493,83.239,1446.863,23.356,1.194,39.724,Critical
2.359,0.422,60.93,16.34,460.725,93.612,1522.842,27.553,3.44,22.639,Normal
4.792,1.887,96.988,18.956,451.161,83.659,1461.196,19.866,1.761,31.111,Critical
2.041,0.439,63.465,18.333,456.061,93.244,1512.873,36.346,3.822,33.211,Normal
2.139,0.291,66.523,19.553,469.724,95.18,1517.013,34.812,4.072,30.161,Normal
2.418,0.548,63.727,14.507,461.73,99.173,1465.682,37.084,3.925,25.932,Normal
1.966,0.057,70.063,17.748,449.095,96.613,1462.887,30.3,4.072,24.309,Normal
4.171,0.59,74.403,22.505,461.771,90.58,1487.164,30.886,3.01,24.538,Alert
4.309,1.566,79.147,23.347,466.403,86.498,1459.861,34.378,3.515,30.457,Alert
2.156,0.319,67.614,18.114,459.29,94.093,1495.545,41.079,4.276,27.326,Normal
2.079,0.408,62.887,18.787,462.265,95.428,1452.522,33.478,2.896,26.14,Normal
2.072,0.226,63.218,17.577,457.646,97.646,1501.228,34.156,3.515,22.479,Normal
2.535,0.635,60.003,12.852,458.482,93.533,1474.702,37.703,4.194,25.778,Normal
4.597,0.952,78.459,22.561,462.163,90.257,1475.276,33.543,2.975,18.146,Alert
2.788,0.32,66.862,17.793,461.764,94.159,1484.052,37.415,3.586,17.589,Normal
1.778,0.307,65.113,18.883,460.331,89.703,1443.08,29.428,3.427,25.598,Normal
2.048,0.526,63.676,18.632,470.014,97.698,1515.221,33.88,3.77,17.287,Normal
1.472,0.355,60.71,16.921,458.544,95.354,1495.352,39.592,4.488,15.529,Normal
5.379,1.541,80.281,26.731,462.387,88.596,1456.286,30.417,2.882,27.304,Alert
2.478,0.546,65.214,16.288,461.724,96.124,1451.542,35.404,3.358,24.525,Normal
1.468,0.254,66.307,16.973,463.553,97.847,1461.527,38.414,3.446,35.754,Normal
2.463,0.377,67.947,16.378,459.189,92.521,1503.781,33.144,3.766,23.628,Normal
2.521,0.444,63.534,14.427,454.715,91.618,1483.592,31.422,3.469,31.557,Normal
7.745,2.31,89.817,32.23,462.772,89.399,1546.48,24.328,2.22,24.363,Critical
1.305,0.292,64.411,19.266,449.274,94.564,1452.15,35.169,3.81,32.281,Normal
2.503,0.423,66.466,17.929,461.769,96.375,1452.183,34.547,3.884,28.97,Normal
2.883,1.047,75.16,17.239,455.806,94.353,1510.841,31.516,2.383,26.906,Alert
2.458,0.303,74.39,20.122,451.18,93.743,1498.543,38.645,3.505,28.433,Normal
4.248,1.167,86.942,21.164,451.061,92.34,1415.678,39.914,3.6,40.941,Alert
2.39,0.299,68.075,19.108,461.761,98.737,1453.084,33.461,3.766,29.171,Normal
2.596,0.378,66.167,17.004,460.696,92.589,1558.546,35.938,3.85,26.839,Normal
3.474,1.14,87.562,23.13,462.56,90.694,1410.793,33.976,3.37,32.34,Alert
1.701,0.205,65.409,17.225,464.74,94.869,1475.738,41.528,3.96,31.765,Normal
3.955,0.892,79.223,25.27,463.054,92.226,1490.5,33.473,3.326,30.078,Alert
1.944,0.458,62.562,19.435,464.169,93.802,1486.58,34.297,3.844,24.042,Normal
2.234,0.522,61.416,19.339,458.315,97.49,1417.402,42.46,4.505,23.466,Normal
2.14,0.418,63.277,18.032,462.14,97.901,1461.637,31.86,3.578,19.295,Normal
4.055,1.123,80.827,19.74,469.706,94.527,1527.962,28.001,3.163,29.301,Alert
2.496,0.36,62.822,16.802,463.362,96.411,1486.975,37.899,3.256,25.392,Normal
1.771,0.501,62.209,15.774,462.854,94.051,1475.231,34.156,4.061,27.576,Normal
5.269,1.119,81.197,26.619,461.897,88.982,1480.519,32.864,2.681,35.27,Alert
3.734,0.96,85.519,19.115,453.504,88.988,1521.098,30.555,2.678,25.958,Alert
2.38,0.329,57.838,19.686,461.216,93.604,1487.812,38.228,3.932,31.4,Normal
3.983,0.818,79.471,20.933,441.863,97.838,1515.451,29.354,3.002,19.93,Alert
1.852,0.373,68.282,13.798,458.585,92.566,1523.668,33.799,3.676,29.294,Normal
3.053,1.344,84.602,18.264,457.662,89.879,1503.3,25.202,2.946,24.074,Alert
7.986,2.427,92.354,26.214,457.84,80.186,1446.883,30.523,2.226,29.377,Critical
2.862,0.871,80.918,22.329,459.071,90.689,1438.244,28.141,2.859,28.164,Alert
5.208,1.572,85.253,23.572,457.403,85.658,1548.313,30.996,2.892,36.375,Alert
2.287,0.25,60.029,14.684,459.376,97.902,1525.008,32.705,4.161,20.524,Normal
4.212,0.861,79.147,24.95,463.781,95.414,1463.985,30.269,2.935,29.383,Alert
2.5,0.659,77.546,15.625,461.175,91.329,1502.254,33.322,4.285,20.876,Normal
2.453,0.477,66.805,17.281,457.245,93.681,1468.685,28.68,3.292,23.5,Normal
0.901,0.278,60.265,14.625,444.302,96.119,1450.713,34.683,3.178,24.495,Normal
1.665,0.475,72.806,18.179,459.71,96.13,1517.263,32.764,3.389,19.704,Normal
6.701,1.689,80.339,28.556,455.829,82.694,1359.492,19.784,1.594,37.037,Critical
1.835,0.44,64.958,14.953,449.388,96.008,1463.109,34.756,2.83,26.09,Normal
2.085,0.374,60.255,19.044,450.628,96.796,1470.533,32.087,3.697,17.562,Normal
5.582,1.221,77.758,20.409,459.829,96.016,1516.76,33.486,3.259,25.002,Alert
4.525,0.904,84.274,18.995,460.323,96.912,1426.082,27.053,3.18,28.681,Alert
5.035,1.418,84.958,22.234,460.996,94.616,1534.333,34.252,3.087,35.997,Alert
7.64,2.187,96.223,31.185,480.216,91.758,1486.177,18.566,1.924,25.886,Critical
5.332,1.08,85.365,21.01,461.887,86.923,1493.286,26.83,2.949,32.117,Alert
5.855,1.851,96.404,31.369,468.576,88.847,1455.508,31.784,2.401,38.532,Critical
1.879,0.538,61.892,16.908,457.384,94.957,1437.092,34.046,3.568,27.758,Normal
2.651,0.502,62.906,18.441,469.032,94.158,1449.276,38.119,4.01,24.63,Normal
4.465,1.195,80.148,27.089,462.071,88.949,1533.716,33.033,2.835,25.428,Alert
1.854,0.278,59.903,15.913,456.811,95.071,1441.701,35.129,4.083,25.695,Normal
4.033,2.058,100.269,30.545,467.242,83.89,1380.137,23.488,1.972,24.792,Critical
5.366,1.343,81.997,23.021,445.179,93.852,1472.665,32.265,2.915,25.412,Alert
5.636,2.316,99.426,28.942,463.34,81.528,1515.274,35.368,2.648,17.201,Critical
2.056,0.097,71.261,18.501,465.531,95.27,1452.905,30.417,2.979,29.097,Normal
5.866,1.733,91.481,28.462,462.283,84.773,1409.436,21.968,1.618,25.33,Critical
1.909,0.316,65.965,14.55,456.146,95.437,1535.481,33.682,4.1,24.611,Normal
4.264,1.174,70.197,21.929,459.703,93.07,1464.589,25.783,2.93,21.035,Alert
6.457,2.047,95.888,36.529,465.238,86.152,1374.908,21.154,2.445,24.469,Critical
3.789,0.893,82.253,27.505,463.859,88.099,1469.099,26.625,2.673,26.504,Alert
1.902,0.465,65.509,15.471,456.856,93.03,1513.141,28.299,3.746,31.169,Normal
5.493,1.801,99.415,21.647,459.483,87.923,1540.306,21.716,2.035,19.096,Critical
2.23,0.445,63.069,19.563,462.853,95.717,1498.151,28.004,3.384,19.922,Normal
2.768,0.183,60.697,15.227,455.226,95.998,1462.904,41.361,4.323,25.002,Normal
4.936,1.83,104.249,30.345,466.433,87.849,1503.132,9.416,1.44,41.171,Critical
2.919,0.961,79.867,24.193,465.325,86.572,1457.784,29.353,2.76,33.766,Alert
1.677,0.293,57.751,17.529,462.819,94.643,1498.63,44.296,3.979,27.235,Normal
3.82,1.029,76.26,22.402,459.048,89.769,1480.464,28.483,3.244,19.005,Alert
4.904,2.221,100.662,38.259,446.439,82.028,1516.687,15.273,0.853,28.404,Critical
1.649,0.283,60.094,20.107,456.574,92.467,1409.576,35.82,3.569,17.701,Normal
2.279,0.595,65.844,18.285,464.852,92.377,1494.78,36.005,3.944,22.144,Normal
4.579,0.938,75.398,21.218,451.317,91.836,1441.915,33.252,3.257,38.125,Alert
2.988,0.832,85.145,22.236,468.481,88.701,1431.546,29.214,3.004,32.382,Alert
3.231,0.358,69.17,21.186,457.933,95.756,1451.473,32.462,3.667,28.645,Normal
3.31,0.985,70.389,20.189,457.699,97.081,1469.681,20.758,1.817,28.156,Alert
6.492,2.639,87.55,30.659,457.004,90.246,1446.245,21.628,2.268,36.844,Critical
1.72,0.421,62.02,17.457,453.97,93.992,1477.895,40.565,3.729,32.806,Normal
4.861,0.829,71.69,23.505,462.022,92.859,1532.775,23.185,3.349,21.643,Alert
4.867,1.525,74.409,22.855,464.392,96.426,1495.916,30.338,3.57,32.582,Alert
1.783,0.267,54.969,17.148,461.359,92.999,1491.346,33.539,4.406,22.253,Normal
3.915,0.92,77.88,37.0,465.609,94.383,1442.953,35.906,3.785,38.91,Alert
3.855,1.082,92.03,22.716,451.5,86.49,1500.293,22.156,2.548,29.396,Alert
4.029,0.971,76.496,26.134,454.097,95.952,1427.05,32.123,2.966,31.788,Alert
1.303,0.397,61.229,17.445,463.773,99.932,1474.106,37.598,3.938,32.39,Normal
3.11,1.49,96.093,19.01,471.017,88.216,1409.253,30.54,1.392,24.188,Critical
2.863,0.23,66.139,22.723,460.274,95.466,1504.825,35.092,3.134,30.352,Normal
3.591,1.181,81.741,20.463,467.158,93.324,1535.936,26.927,2.879,29.388,Alert
1.826,0.202,58.429,15.541,460.909,95.327,1464.932,35.588,4.039,26.884,Normal
2.367,0.491,60.192,18.623,458.649,91.471,1520.266,31.919,3.387,22.17,Normal
2.23,0.296,67.847,18.841,465.918,93.745,1511.423,34.197,3.214,28.78,Normal
2.527,0.389,65.243,15.771,461.749,95.515,1490.58,35.602,3.942,22.835,Normal
2.017,0.255,62.411,26.179,465.029,97.092,1461.16,39.808,4.058,33.872,Normal
1.715,0.092,68.845,16.296,460.711,93.524,1472.256,34.867,3.47,19.758,Normal
2.096,0.438,57.392,16.469,461.884,94.918,1461.642,32.984,4.007,25.406,Normal
1.737,0.322,72.191,19.044,457.701,92.332,1430.823,38.503,3.524,24.182,Normal
7.579,2.081,101.133,30.674,459.544,77.532,1345.432,23.184,2.16,24.68,Critical
1.875,0.505,62.412,15.857,460.979,98.561,1441.839,34.171,3.281,22.722,Normal
1.565,0.365,68.685,14.976,455.804,96.061,1503.885,34.403,3.743,21.723,Normal
3.957,1.095,73.377,18.981,462.697,90.427,1466.411,28.674,3.627,35.601,Alert
4.735,1.064,76.486,18.333,460.225,97.231,1459.88,31.912,3.431,26.385,Alert
1.555,0.018,63.814,17.815,461.396,96.702,1504.596,34.886,3.625,21.74,Normal
1.6,0.193,59.887,18.432,460.638,96.932,1501.131,33.666,3.673,22.63,Normal
1.868,0.433,68.615,17.669,456.254,95.561,1415.156,35.901,3.821,24.851,Normal
1.125,0.266,60.806,18.739,465.005,94.187,1451.492,34.461,2.922,27.31,Normal
2.427,0.443,67.234,17.061,459.476,96.559,1548.41,29.492,3.442,18.885,Normal
1.913,0.417,65.345,16.546,464.556,91.13,1449.46,32.275,3.743,34.342,Normal
2.203,0.333,68.783,18.421,457.931,93.193,1481.005,38.155,3.384,18.186,Normal
1.981,0.345,75.519,15.761,466.007,92.688,1452.953,36.901,4.237,17.608,Normal
4.023,1.009,80.404,24.915,464.025,95.16,1546.575,30.026,2.768,31.765,Alert
6.685,2.235,88.118,26.213,462.972,88.084,1479.707,26.829,2.849,34.449,Critical
2.584,0.362,65.145,13.554,476.6,94.595,1470.297,35.578,3.628,26.104,Normal
4.92,1.641,79.41,25.844,454.2,90.828,1462.522,30.347,3.155,32.141,Alert
1.102,0.244,68.937,15.111,462.62,93.515,1484.657,37.847,3.653,25.653,Normal
3.909,1.379,83.041,24.986,451.79,93.314,1435.008,25.91,2.625,24.034,Alert
2.214,0.449,66.39,16.866,467.228,90.231,1541.026,29.889,3.158,23.782,Normal
2.366,0.358,61.464,16.308,461.653,99.04,1465.464,37.448,3.588,25.552,Normal
4.33,0.701,72.562,21.957,471.0,89.023,1464.7,27.969,2.755,29.188,Alert
1.769,0.126,69.256,13.488,456.935,96.89,1504.832,33.729,3.573,19.347,Normal
2.183,0.322,65.34,18.28,459.249,95.108,1456.848,33.662,3.227,32.53,Normal
1.089,0.42,60.282,14.111,464.953,99.889,1528.704,37.163,3.913,29.645,Normal
2.012,0.236,61.959,14.054,464.912,94.288,1491.793,33.604,2.965,26.969,Normal
2.79,0.361,72.551,17.695,455.269,94.782,1504.674,37.94,3.431,26.662,Normal
1.541,0.628,66.306,19.594,457.743,98.012,1456.604,38.415,3.941,28.18,Normal
1.881,0.625,63.598,19.278,459.794,95.916,1504.012,33.931,3.815,25.758,Normal
1.729,0.428,68.282,16.53,460.03,94.021,1531.524,34.594,3.393,21.67,Normal
2.706,0.338,66.053,15.852,455.542,92.181,1478.9,34.0,3.556,26.792,Normal
4.394,1.334,84.678,18.164,453.695,93.973,1425.472,29.332,3.132,21.988,Alert
4.324,0.951,92.08,28.303,460.248,93.395,1397.641,39.875,3.298,26.824,Alert
3.696,1.404,98.075,29.546,461.865,86.462,1483.23,19.696,2.148,39.744,Critical
1.336,0.224,67.469,14.915,468.882,97.365,1425.511,32.435,2.835,21.312,Normal
2.0,0.563,61.637,16.198,450.356,95.16,1472.576,39.989,4.079,31.648,Normal
5.243,1.309,81.735,22.132,465.415,85.978,1461.954,31.966,3.429,33.181,Alert
1.983,0.23,57.51,14.375,460.405,95.452,1432.96,33.381,3.758,27.695,Normal
2.615,0.641,64.404,14.867,461.378,100.052,1465.886,37.246,3.939,25.316,Normal
4.415,1.042,78.351,21.767,460.16,90.514,1460.813,36.996,3.612,26.932,Alert
3.293,1.519,77.94,16.215,455.532,87.791,1498.608,30.912,3.053,27.183,Alert
3.389,1.247,73.043,25.876,456.071,90.17,1507.075,28.909,2.75,33.897,Alert
5.452,1.924,99.81,26.752,453.987,88.99,1417.765,21.217,2.252,45.563,Critical
4.915,1.579,86.931,21.629,455.767,90.496,1535.413,29.364,2.453,25.079,Alert
4.537,1.037,77.581,26.194,444.2,92.096,1422.696,27.666,2.929,26.115,Alert
3.496,0.814,78.773,21.509,462.775,89.512,1465.002,34.144,3.325,27.892,Alert
1.982,0.518,63.84,14.878,457.857,98.129,1482.628,40.923,3.939,22.003,Normal
2.019,1.354,81.486,25.301,457.527,86.275,1494.664,29.781,3.001,34.57,Alert
6.144,1.765,90.548,24.652,461.747,88.553,1405.417,31.989,2.273,42.714,Critical
6.099,2.138,88.718,30.263,449.239,90.403,1419.377,25.04,2.261,29.564,Critical
1.535,0.215,72.291,17.757,445.314,94.323,1487.001,26.097,3.744,23.534,Normal
1.046,0.321,70.588,18.749,460.196,94.22,1492.462,37.64,4.024,23.995,Normal
1.971,0.465,63.197,14.842,459.808,94.84,1497.222,35.062,3.804,16.299,Normal
2.7,0.576,61.832,13.29,450.815,92.131,1475.759,36.497,3.272,29.962,Normal
2.087,0.325,76.279,15.154,450.079,95.866,1459.328,37.258,3.888,30.019,Normal
3.754,1.049,82.011,21.914,457.249,87.795,1439.003,25.57,2.428,37.405,Alert
1.406,0.277,69.269,17.762,460.466,98.11,1500.893,33.007,3.381,20.609,Normal
1.482,0.16,68.669,17.024,471.583,95.711,1539.49,29.763,3.066,20.305,Normal
2.175,0.358,71.161,15.604,460.007,96.665,1422.907,40.431,3.714,14.464,Normal
2.049,0.44,59.82,20.923,461.483,96.289,1477.43,35.024,3.647,29.814,Normal
1.863,0.424,55.667,14.717,475.052,94.66,1498.14,33.521,2.868,23.712,Normal
2.459,0.473,67.862,19.932,452.437,93.235,1486.536,33.169,4.75,28.354,Normal
1.834,0.424,67.859,13.075,461.483,96.062,1474.276,38.083,3.878,31.753,Normal
3.766,1.02,75.669,21.786,448.183,92.803,1463.65,28.73,3.011,19.485,Alert
3.386,1.113,84.34,25.698,469.3,89.641,1535.751,26.45,2.488,17.625,Alert
1.842,0.146,66.936,16.197,472.627,96.492,1444.583,34.273,3.943,34.919,Normal
1.439,0.429,64.912,16.195,460.799,100.228,1521.181,38.206,3.936,24.93,Normal
2.238,0.414,65.332,19.26,457.625,91.551,1496.705,38.619,3.864,20.76,Normal
3.544,0.986,77.655,21.992,468.967,85.77,1474.786,33.255,3.207,35.45,Alert
1.798,0.154,66.814,15.468,447.937,95.798,1493.498,40.296,3.741,19.77,Normal
1.808,0.193,62.54,19.573,460.345,96.671,1523.023,33.033,3.59,35.085,Normal
2.639,0.566,89.753,27.993,459.893,96.045,1472.221,28.96,3.066,27.277,Alert
1.136,0.351,65.213,18.279,461.212,96.218,1474.428,36.513,3.837,21.079,Normal
2.109,0.473,57.481,14.123,454.178,96.278,1505.395,35.769,4.021,24.073,Normal
1.625,0.269,70.786,17.852,463.874,98.514,1406.114,38.787,3.864,27.236,Normal
6.385,2.563,109.231,34.222,459.346,90.043,1452.705,24.306,1.951,43.789,Critical
1.66,0.251,68.814,18.031,463.812,95.219,1525.331,34.454,3.842,24.785,Normal
2.546,0.089,60.429,14.377,455.267,96.547,1484.086,36.512,3.821,21.471,Normal
1.617,0.392,66.255,18.346,464.768,93.984,1465.274,41.433,4.017,27.24,Normal
5.032,1.773,107.191,28.829,460.14,85.401,1414.633,31.791,2.039,23.793,Critical
2.56,0.711,77.064,21.322,461.134,93.702,1471.259,27.407,2.007,23.922,Alert
2.306,0.288,61.596,14.401,459.329,99.521,1471.7,33.682,3.955,24.006,Normal
5.146,1.241,81.614,22.648,470.091,90.803,1457.643,35.764,3.383,34.755,Alert
2.521,0.496,64.72,16.32,450.43,94.102,1469.617,33.305,3.895,34.481,Normal
1.904,0.526,68.894,19.143,457.467,98.683,1435.913,30.338,3.486,35.144,Normal
2.239,0.232,65.105,21.593,460.612,91.928,1528.639,36.079,3.583,19.188,Normal
2.243,0.359,63.946,18.486,466.891,95.403,1482.031,33.858,4.121,24.752,Normal
2.13,0.401,61.323,17.378,455.398,98.171,1445.211,32.947,3.293,18.654,Normal
3.692,0.738,80.276,25.173,452.578,94.374,1435.424,27.545,3.07,23.343,Alert
3.624,0.917,68.7,19.804,461.142,95.335,1527.184,30.881,2.84,28.636,Alert
1.842,0.285,66.461,17.525,462.751,94.594,1527.109,38.707,3.385,19.404,Normal
2.523,0.462,67.823,17.847,456.681,90.696,1484.196,33.455,3.277,22.011,Normal
2.105,0.355,61.684,19.588,462.525,96.621,1464.737,37.539,3.996,21.891,Normal
3.192,0.996,82.026,22.921,463.97,87.563,1453.416,37.9,3.07,28.636,Alert
1.912,0.377,64.851,18.489,457.982,95.399,1485.637,34.474,3.823,33.624,Normal
2.34,0.401,60.714,17.711,464.927,97.085,1550.364,35.21,3.905,23.688,Normal
1.916,0.357,65.41,19.062,461.982,89.366,1439.827,28.215,3.754,26.162,Normal
2.091,0.41,67.691,16.178,456.305,97.246,1484.24,35.43,3.75,18.654,Normal
1.889,0.363,67.445,17.593,454.632,93.892,1463.948,29.877,3.231,20.288,Normal
4.111,0.407,74.531,21.3,468.02,87.813,1471.141,36.594,2.655,30.446,Alert
1.547,0.178,60.053,15.973,467.321,94.125,1426.699,31.667,3.91,26.635,Normal
1.982,0.236,61.01,15.432,456.372,92.669,1486.536,30.895,3.64,37.36,Normal
6.447,2.029,92.247,36.975,466.667,87.697,1328.464,22.169,3.212,30.231,Critical
2.086,0.275,54.843,13.347,457.199,98.618,1474.124,33.231,3.485,27.503,Normal
2.602,0.491,68.979,16.339,461.983,95.917,1476.474,33.95,3.568,24.607,Normal
1.556,0.335,67.5,21.374,460.061,94.47,1484.06,35.488,4.053,25.158,Normal
4.055,1.585,81.477,22.438,454.601,87.158,1433.083,26.597,3.154,25.019,Alert
4.983,1.085,76.326,23.281,458.64,93.938,1458.757,35.94,2.761,35.043,Alert
4.102,1.082,81.597,24.979,459.902,90.322,1410.866,29.099,2.976,24.048,Alert
5.003,1.433,83.192,20.243,472.233,89.473,1449.253,32.088,3.622,32.559,Alert
1.641,0.328,62.423,19.817,460.838,99.102,1492.945,27.52,4.044,17.941,Normal
1.305,0.388,64.383,19.448,452.671,99.244,1490.828,39.72,4.297,25.469,Normal
2.056,0.444,62.399,20.568,463.612,93.492,1481.39,42.608,3.287,27.514,Normal
1.868,0.248,61.711,18.258,452.584,99.029,1474.413,38.44,3.704,26.254,Normal
1.428,0.532,65.67,17.499,451.469,96.07,1516.237,38.512,3.916,19.726,Normal
2.422,0.417,63.345,20.18,454.691,95.299,1489.435,36.344,3.682,35.193,Normal
1.977,0.386,72.492,16.144,468.346,95.414,1457.72,31.157,3.459,29.474,Normal
7.19,2.127,102.674,31.297,454.249,84.108,1410.786,30.358,1.806,26.887,Critical
1.969,0.391,61.522,14.934,460.494,96.058,1489.425,32.454,3.87,27.952,Normal
2.333,0.267,64.57,17.291,458.974,100.352,1470.952,36.776,3.061,27.062,Normal
3.752,1.008,78.24,24.865,466.593,91.619,1462.622,29.643,2.961,24.29,Alert
5.358,1.023,78.919,15.194,457.318,94.396,1536.238,26.795,3.182,34.329,Alert
1.99,0.271,63.465,19.057,471.123,94.758,1467.433,36.52,3.534,27.589,Normal
4.024,0.933,88.943,22.89,471.227,93.23,1490.045,32.283,3.14,17.219,Alert
2.283,0.372,66.287,17.146,461.179,95.169,1475.936,36.221,3.348,20.195,Normal
2.448,0.192,64.175,15.492,462.553,94.865,1438.596,38.561,3.714,20.997,Normal
2.064,0.215,68.177,17.692,459.113,91.776,1499.373,33.513,3.464,10.081,Normal
2.662,0.41,63.926,20.219,455.737,95.336,1492.592,33.292,3.736,24.986,Normal
4.999,1.083,80.569,25.268,462.874,94.569,1475.565,29.197,2.825,26.912,Alert
3.865,1.099,87.906,25.086,455.887,91.393,1460.995,22.201,3.045,35.455,Alert
4.724,1.026,84.324,24.43,455.387,91.751,1419.205,31.511,3.074,27.63,Alert
2.707,0.438,57.574,14.788,464.009,95.375,1448.734,36.452,3.413,32.714,Normal
3.626,1.026,79.648,26.365,461.212,91.719,1415.17,28.552,3.338,29.266,Alert
2.669,0.323,65.143,15.918,462.413,95.361,1501.315,36.119,4.513,19.871,Normal
3.965,0.98,84.1,27.194,468.294,89.719,1432.258,31.554,2.765,23.786,Alert
4.045,1.351,70.002,26.556,462.086,93.469,1545.749,32.751,3.191,29.186,Alert
1.098,0.273,61.002,18.974,453.681,94.397,1529.069,32.102,3.454,19.331,Normal
2.127,0.32,64.527,17.467,466.312,96.094,1458.089,39.226,3.804,19.79,Normal
2.446,0.205,53.7,14.735,455.423,97.099,1579.47,35.835,4.523,28.515,Normal
1.881,0.372,69.283,15.237,455.416,96.398,1460.359,37.797,4.312,22.702,Normal
2.065,0.443,64.444,14.349,457.642,99.097,1480.288,40.297,4.243,21.053,Normal
2.105,0.336,65.454,15.266,449.912,92.499,1483.476,31.561,3.556,18.506,Normal
1.153,0.305,69.693,16.52,456.476,97.129,1454.109,31.193,3.787,24.173,Normal
2.284,0.369,70.097,14.952,462.439,92.801,1483.349,37.249,3.626,27.622,Normal
2.449,0.37,66.992,17.962,459.334,93.591,1477.895,38.01,3.551,29.229,Normal
3.684,1.326,80.623,26.581,472.754,88.919,1461.309,29.414,2.201,26.257,Alert
1.072,0.009,66.693,18.044,458.125,93.847,1575.327,33.477,3.66,19.79,Normal
5.638,1.596,98.702,31.451,453.268,88.501,1480.675,17.496,1.483,38.884,Critical
1.907,0.242,66.522,19.38,455.862,97.947,1483.947,35.709,3.137,16.542,Normal
2.661,0.406,75.707,16.375,464.279,91.325,1474.713,37.794,3.22,23.201,Normal
1.601,0.294,72.221,17.606,464.411,97.511,1530.025,33.67,3.255,22.013,Normal
4.819,1.357,85.134,20.397,458.394,97.272,1512.244,25.051,2.751,30.77,Alert
2.774,0.374,56.156,18.685,456.884,94.854,1452.761,33.673,4.192,29.861,Normal
2.276,0.229,63.63,20.014,462.513,98.385,1445.171,35.31,3.137,22.744,Normal
1.513,0.331,58.85,15.36,464.58,95.417,1492.46,41.28,3.978,22.17,Normal
1.483,0.159,57.041,17.826,459.974,92.659,1454.424,35.296,3.526,22.318,Normal
2.073,0.554,65.845,16.927,454.605,96.67,1477.668,32.302,4.112,18.45,Normal
1.86,0.435,69.926,16.46,465.529,99.86,1482.486,37.387,3.502,25.123,Normal
2.431,0.341,58.363,17.865,458.404,97.499,1401.178,35.208,3.528,19.276,Normal
5.189,1.766,104.92,26.717,474.712,86.871,1460.301,26.073,3.319,24.924,Critical
2.033,0.223,61.944,15.432,457.141,94.388,1415.12,37.267,4.323,28.38,Normal
3.243,1.035,74.957,22.262,468.08,90.855,1544.594,35.83,2.744,21.557,Alert
