ph_final,viscosity_cp,conductivity_ms_cm,density_g_ml,turbidity_ntu,reaction_temp_c,reaction_time_min,active_conc_mg_ml,f1_active_reagent,f2_solvent_salts,f3_agitation_kinetics
7.077,120.331,5.361,1.187,22.78,43.369,31.683,81.763,-0.5998,-0.3855,0.1095
6.818,175.585,3.456,1.197,35.95,47.102,44.761,95.76,0.2546,-0.8252,1.9317
7.369,49.261,5.984,1.167,13.403,42.513,30.758,59.002,-2.2111,-0.4036,-0.4538
6.917,114.634,4.772,1.174,26.67,43.767,35.113,85.605,-0.6654,-0.4059,0.0273
6.404,176.543,3.057,1.194,26.479,47.706,33.124,111.24,0.9858,-0.9672,0.3688
6.933,210.315,5.348,1.209,41.088,47.93,46.324,112.419,0.7408,-0.1639,1.673
8.031,46.621,9.483,1.167,7.131,43.009,29.737,60.398,-2.6251,0.9707,-1.1094
6.616,150.674,3.092,1.191,28.113,44.822,38.353,94.995,-0.1383,-0.8541,0.3744
6.239,154.336,2.459,1.197,21.782,44.845,35.913,107.245,0.537,-1.7323,1.0438
6.803,167.968,5.757,1.217,18.895,42.668,27.025,115.171,1.0046,0.2074,-1.4289
7.363,181.042,7.287,1.214,32.075,44.933,37.874,111.316,0.283,0.8473,-0.2146
7.404,167.036,7.943,1.188,29.597,47.142,43.328,89.949,-0.642,0.3883,0.7131
6.892,116.044,5.828,1.194,9.092,41.739,27.277,95.951,-0.251,0.1628,-1.5192
7.972,127.842,9.06,1.199,41.732,48.754,43.272,83.021,-1.07,0.9982,1.8061
7.2,89.552,4.372,1.174,30.617,45.101,36.558,76.182,-1.1218,-0.7119,0.3343
6.828,185.024,4.464,1.204,43.909,50.492,49.452,102.382,0.873,-0.7404,2.8026
7.645,195.47,11.422,1.241,22.556,45.547,27.988,123.891,1.0592,2.378,-1.7944
6.91,121.443,4.655,1.187,19.849,43.238,35.638,85.165,-0.6492,-0.6287,-0.2299
6.608,54.348,4.228,1.17,1.437,39.628,20.496,72.524,-1.4717,-1.0129,-2.5294
5.923,180.667,1.56,1.207,23.717,42.521,31.253,119.74,1.4456,-1.3845,-0.9024
5.603,164.748,0.092,1.192,22.484,42.784,29.126,103.906,0.8577,-2.4537,-0.5749
7.874,140.005,9.371,1.19,31.328,47.463,44.923,81.62,-1.0891,0.8442,1.2862
6.68,169.405,6.199,1.214,21.715,43.957,29.313,111.752,0.8421,-0.1057,-1.1355
7.228,93.088,6.495,1.178,24.41,45.721,43.115,74.188,-1.5206,-0.3387,0.7324
6.972,135.531,6.868,1.209,13.749,42.099,27.784,108.506,0.2599,0.3784,-1.3314
5.956,206.892,4.166,1.217,20.174,41.937,28.32,129.452,1.8829,-0.8368,-1.1132
8.092,167.298,12.399,1.205,27.475,47.415,35.69,102.594,-0.454,2.1737,0.004
5.82,182.788,0.464,1.206,25.013,43.076,30.683,121.467,1.4508,-1.7043,-0.0697
7.013,156.782,5.51,1.192,24.766,46.067,31.984,93.449,-0.3484,-0.3363,-0.0562
7.528,174.581,7.936,1.205,26.823,45.714,33.577,105.28,-0.1452,0.8877,-0.0967
6.823,102.36,3.281,1.182,9.167,40.965,27.968,87.097,-0.7447,-0.7011,-1.4046
6.128,94.069,1.493,1.173,8.745,42.616,26.566,83.507,-0.4301,-1.7673,-1.0813
5.572,118.558,0.092,1.17,12.278,41.433,30.997,93.879,0.1627,-2.8187,0.0525
6.663,160.4,6.034,1.208,17.931,43.063,28.344,104.15,0.2411,-0.0632,-0.9619
6.629,113.694,4.471,1.179,12.097,43.268,31.341,76.061,-0.7625,-1.0099,-0.4389
6.82,99.131,4.381,1.178,11.568,43.583,30.313,72.513,-1.1573,-0.8939,-0.4479
6.742,127.479,4.094,1.188,15.518,44.665,34.01,99.753,-0.2073,-0.8224,-0.3014
6.93,213.247,6.095,1.23,27.001,46.281,37.074,130.53,1.5267,0.4923,-0.4694
6.879,122.243,5.356,1.189,18.097,45.225,32.872,88.903,-0.4725,-0.3205,-0.2985
6.016,154.815,0.603,1.191,16.377,43.76,32.564,105.371,0.563,-1.716,-0.4909
5.925,160.649,2.496,1.204,15.427,42.23,26.456,110.74,0.8269,-1.4097,-1.1175
6.974,106.198,5.609,1.188,14.053,43.617,33.436,88.93,-0.6137,-0.2616,-0.7365
6.217,191.01,2.728,1.204,27.81,45.326,38.579,113.614,1.1677,-0.9638,0.386
6.537,178.298,3.247,1.197,33.638,45.124,39.86,111.289,0.8191,-0.8266,0.5426
5.705,128.926,0.266,1.188,22.422,41.759,25.571,102.289,0.3902,-2.11,-1.0354
7.391,88.71,5.925,1.173,22.654,46.684,39.852,67.062,-1.8419,-0.3255,1.2517
7.244,182.35,6.798,1.215,24.324,44.909,36.107,110.042,0.5439,0.5261,-0.1448
6.974,202.955,5.929,1.207,40.913,48.521,43.531,116.063,0.7338,0.1729,1.6372
6.359,57.316,2.243,1.162,4.544,39.451,20.203,64.734,-1.6226,-1.8643,-1.5679
7.286,114.3,6.967,1.184,21.932,44.947,40.567,90.48,-0.848,-0.062,0.6021
7.219,158.503,6.281,1.194,20.886,48.172,40.075,87.822,-0.4654,-0.1275,1.3995
6.335,121.793,1.509,1.166,13.022,45.541,34.797,72.559,-1.1342,-1.9641,0.6307
7.888,107.465,9.362,1.199,11.413,44.676,33.653,84.636,-1.3169,1.648,-1.1015
7.321,283.857,10.046,1.251,34.829,47.64,36.667,140.917,2.1727,1.6276,-0.4593
6.4,161.627,3.801,1.199,30.513,44.671,34.609,105.284,0.579,-0.9517,0.1927
6.117,97.413,0.092,1.165,30.291,45.229,43.174,75.703,-0.6298,-2.798,1.4945
6.59,112.383,3.552,1.189,17.48,43.412,32.855,92.612,-0.4249,-0.6469,-0.2343
6.053,125.637,2.269,1.197,6.828,42.16,23.244,107.262,0.5244,-1.3819,-1.5882
6.431,139.06,1.572,1.182,22.461,43.544,37.193,85.839,-0.3079,-1.9313,0.3421
7.327,135.004,6.468,1.203,19.83,44.14,33.504,89.873,-0.3802,0.271,-0.3488
6.7,155.319,3.63,1.202,27.501,45.449,35.517,97.231,0.2407,-0.76,0.3756
7.5,116.02,8.119,1.189,23.292,44.885,35.944,87.682,-1.0738,0.5454,-0.0689
7.857,183.982,10.518,1.215,34.216,47.795,41.818,113.285,-0.0349,1.6281,1.5062
6.623,199.573,5.842,1.206,36.848,47.045,44.591,111.346,0.7404,-0.2386,1.6999
7.184,135.078,4.992,1.188,29.154,45.918,39.425,88.104,-0.6229,0.0754,0.8531
6.008,191.645,2.41,1.216,24.721,44.651,35.783,123.269,1.4926,-1.6978,0.5718
7.579,122.484,10.15,1.205,23.292,46.242,33.812,90.135,-0.5616,1.2897,-0.392
7.284,179.619,7.199,1.213,35.271,44.973,38.953,111.19,0.3572,0.4523,0.6554
7.105,140.812,7.03,1.21,22.621,43.326,32.393,109.052,0.3423,0.5988,-0.8174
8.244,92.836,12.953,1.208,18.971,44.585,33.705,85.023,-1.0669,2.3768,-0.9709
6.477,141.351,2.609,1.188,18.475,43.434,36.388,98.792,-0.0079,-1.0202,-0.3125
7.01,141.075,4.339,1.177,22.498,45.575,45.299,87.233,-0.7947,-0.7916,1.4433
5.711,193.603,0.591,1.2,31.253,43.903,38.034,116.813,1.4125,-2.1564,0.61
6.067,154.441,2.634,1.187,26.223,46.199,41.247,103.236,0.3033,-1.7928,1.3067
6.331,231.18,2.857,1.228,38.228,47.367,34.257,130.551,1.8398,-0.8678,0.8355
6.927,208.451,7.975,1.225,33.133,46.133,36.053,128.88,1.3972,0.6097,0.2169
7.772,76.323,7.216,1.169,24.922,44.989,36.556,61.66,-2.1372,0.2361,0.3554
6.495,188.41,5.052,1.204,21.616,43.524,30.829,109.282,0.8382,-0.475,-0.4726
6.813,145.703,4.319,1.185,32.116,46.768,39.226,92.569,-0.2365,-0.4946,0.6942
7.085,163.263,8.428,1.219,22.591,42.215,26.996,107.197,0.1221,0.7647,-1.4716
6.795,142.811,5.836,1.199,21.059,46.61,32.749,99.502,0.0017,-0.2588,-0.4418
6.968,198.468,7.476,1.21,38.236,48.451,38.09,112.886,0.4682,0.2691,1.0082
7.58,171.458,8.066,1.202,29.977,46.732,36.595,103.31,0.023,1.1919,0.0407
6.948,130.522,5.859,1.204,28.594,45.112,32.559,101.769,0.1219,0.1843,-0.3502
6.67,148.697,4.186,1.204,21.266,44.186,31.4,94.743,0.1626,-0.5762,-0.5543
7.571,188.187,9.358,1.213,37.465,46.69,39.314,105.195,0.1083,0.9174,0.6758
6.681,84.528,2.478,1.155,33.214,46.789,40.766,68.467,-1.5938,-1.9145,1.7398
7.465,138.931,7.062,1.194,32.174,48.466,39.9,93.491,-0.2959,0.3447,1.1178
5.949,163.471,0.217,1.194,31.767,43.948,37.017,107.316,0.679,-2.2049,1.0126
7.824,123.511,7.634,1.174,29.588,48.365,45.472,71.246,-1.6226,0.3757,1.8161
6.13,110.42,0.714,1.188,1.764,40.841,26.942,95.829,0.1662,-1.4539,-1.8496
6.838,220.151,4.904,1.207,38.427,48.704,46.82,112.964,0.5087,-0.3713,2.3893
6.652,157.733,4.053,1.195,13.506,44.288,28.006,98.458,0.4328,-0.5091,-1.0031
6.817,124.021,5.602,1.198,10.077,41.654,26.502,98.996,-0.059,-0.01,-1.8972
6.444,195.187,3.983,1.204,23.935,43.641,31.546,113.054,0.9909,-0.7393,-0.3589
7.116,93.158,5.227,1.184,10.07,42.632,27.561,85.278,-0.639,-0.03,-1.2266
7.039,74.191,5.578,1.171,9.947,43.857,30.391,73.704,-1.1383,-0.3014,-0.44
6.121,99.118,1.727,1.178,4.862,40.889,29.691,101.447,-0.0843,-1.471,-0.9573
6.066,103.531,1.161,1.18,15.156,42.872,29.227,87.762,0.1687,-1.8904,-0.8971
6.987,145.808,3.905,1.192,27.858,46.912,41.197,90.117,-0.436,-0.7365,1.1864
7.289,158.891,7.474,1.211,27.028,45.816,40.582,103.563,0.0829,0.7211,0.2491
7.494,122.375,9.236,1.203,24.244,44.024,29.938,92.353,-0.5789,1.0505,-0.7467
7.404,184.507,8.893,1.208,34.807,46.88,36.624,114.731,0.3635,0.8295,0.7936
6.924,172.347,5.475,1.2,22.11,45.129,36.663,96.251,-0.0898,-0.2875,0.1769
6.994,95.464,4.381,1.173,17.82,43.414,30.916,75.985,-1.3765,-0.5737,-0.2308
7.508,240.005,11.283,1.251,33.559,47.518,36.26,140.008,1.6843,2.3924,0.4634
7.41,166.969,7.879,1.202,27.27,46.172,38.058,97.211,-0.3855,0.6703,0.6747
6.337,153.007,1.741,1.178,35.424,48.224,47.444,98.577,-0.1695,-1.9587,2.2358
8.209,129.986,11.521,1.184,37.996,50.273,41.709,72.666,-1.8115,1.4359,1.4983
6.702,73.944,4.176,1.165,0.0,40.862,23.086,71.088,-1.4613,-0.8351,-2.2238
6.94,92.866,4.34,1.174,25.187,45.583,33.33,74.854,-1.1017,-1.0806,0.7773
7.37,142.06,8.291,1.199,33.247,46.268,37.619,101.276,-0.2003,0.7894,-0.228
7.266,116.833,7.065,1.182,22.363,44.083,35.068,80.712,-1.1615,0.2675,0.3043
6.702,165.459,5.424,1.189,32.545,48.468,43.086,98.9,0.2126,-0.805,1.9504
6.488,147.641,3.202,1.187,20.53,44.271,30.393,101.807,0.214,-1.1213,0.1036
7.03,219.173,6.301,1.217,40.759,47.557,47.414,114.055,0.8463,0.2072,1.6452
7.388,149.994,7.705,1.21,32.524,45.125,30.651,96.872,-0.1719,0.702,0.2422
7.32,138.48,7.141,1.199,35.586,47.068,42.177,89.106,-0.7051,0.1852,1.3768
6.844,107.683,4.574,1.173,28.966,46.404,43.452,78.2,-1.1366,-1.0607,1.2006
6.606,99.105,3.084,1.178,20.825,43.73,34.92,80.411,-0.6585,-1.6644,0.4637
7.012,125.48,6.481,1.192,17.346,43.115,31.825,95.586,-0.3169,-0.1149,-0.632
6.354,145.397,3.487,1.207,16.128,43.478,29.118,104.858,0.4705,-0.6646,-0.6215
6.953,185.285,6.2,1.21,32.328,45.668,35.956,119.203,0.7637,0.1311,0.3955
7.164,236.972,7.953,1.227,45.438,47.213,44.815,134.096,1.2641,0.8378,1.419
7.34,145.888,7.168,1.199,33.21,46.701,40.905,93.391,-0.4206,0.2088,0.5367
7.017,96.849,6.422,1.188,16.73,43.678,26.887,83.617,-0.682,0.0967,-0.9788
7.224,185.03,7.701,1.204,36.832,45.743,41.68,108.672,0.0865,0.5155,1.0041
6.78,241.451,6.632,1.237,39.575,46.861,35.375,134.537,2.1664,0.521,-0.1481
6.912,209.36,6.395,1.219,22.661,46.272,34.931,115.628,0.8622,0.1631,0.1866
6.825,160.93,5.563,1.201,43.198,45.657,41.335,104.853,0.4254,-0.2563,0.7796
7.027,153.906,6.437,1.209,21.635,42.781,23.638,106.902,0.2093,0.2161,-1.6138
7.139,128.294,8.185,1.21,18.414,42.768,27.651,113.111,0.1243,0.9781,-1.6977
5.515,223.982,0.251,1.209,35.297,45.138,33.881,131.833,2.1814,-2.3322,0.8864
6.956,197.921,8.405,1.225,28.63,45.1,34.812,130.918,1.3956,0.8217,-0.4702
7.357,91.274,6.306,1.192,16.791,43.68,32.067,83.384,-1.0268,0.1437,-0.6816
7.774,152.485,9.937,1.205,33.767,46.009,41.524,100.384,-0.4046,1.2715,0.7429
7.182,169.13,5.449,1.206,23.739,43.497,31.837,100.176,-0.0774,0.0022,0.0819
5.878,95.107,0.158,1.182,6.326,38.918,20.598,96.819,-0.0293,-2.0571,-1.9686
6.002,68.424,1.209,1.175,0.065,38.92,17.713,84.348,-0.3907,-1.6358,-2.3871
6.697,134.218,4.836,1.19,24.958,45.147,30.386,97.02,0.1342,-0.5144,-0.045
7.791,200.991,10.127,1.224,32.603,47.371,36.734,111.33,0.3237,1.7691,0.4286
7.193,132.182,7.763,1.194,22.302,45.126,36.682,89.721,-0.463,0.656,0.2562
6.909,110.824,4.326,1.183,8.549,42.376,27.468,87.852,-0.641,-0.6406,-1.1706
7.304,162.999,5.321,1.196,30.742,45.787,41.934,101.797,-0.0811,-0.0182,1.142
6.792,104.844,4.015,1.173,25.74,43.886,29.812,78.128,-0.9622,-1.1308,-0.0961
7.26,161.379,5.694,1.197,29.324,45.495,41.678,101.317,-0.0479,0.0024,1.0085
7.753,137.168,8.322,1.189,24.917,45.942,37.453,84.665,-1.1368,1.0715,-0.068
6.99,163.166,4.95,1.198,28.376,46.123,40.879,106.194,0.3835,-0.4088,0.6118
6.922,199.663,6.135,1.228,33.447,46.807,33.497,119.995,0.951,0.4436,-0.1255
7.572,50.768,5.742,1.151,18.681,44.851,39.197,59.541,-2.6882,-0.3661,0.6663
6.607,210.623,4.536,1.209,32.514,46.099,37.492,120.487,1.1368,-0.5638,0.5938
7.174,179.147,7.152,1.222,29.952,45.528,31.719,112.576,0.7782,1.1209,-0.4996
7.262,48.051,6.026,1.174,17.566,43.533,33.162,64.847,-1.9916,-0.1744,-0.2048
7.469,117.588,7.893,1.195,29.782,46.816,36.966,80.687,-0.8971,0.3782,0.058
6.228,171.962,3.266,1.203,16.203,44.215,31.311,114.207,1.1148,-0.7962,-0.4806
7.156,58.344,5.279,1.17,11.0,44.532,30.625,71.938,-1.6546,-0.45,-0.7535
8.053,51.998,9.211,1.17,19.619,45.563,31.796,64.764,-2.4777,1.1332,-0.2129
6.686,177.586,5.254,1.201,35.137,46.66,41.156,106.853,0.2765,-0.5332,1.2218
5.999,169.125,1.27,1.199,17.862,41.026,30.721,120.917,1.2675,-1.4744,-0.9401
7.533,113.464,8.416,1.189,28.744,46.195,39.823,84.376,-1.1867,0.5846,0.4509
6.616,168.436,3.476,1.196,18.767,44.503,36.458,100.934,0.2161,-0.6217,0.3912
5.776,178.164,0.695,1.199,20.329,41.947,33.883,106.065,1.148,-2.0389,0.1323
7.86,154.179,9.986,1.202,23.993,46.186,42.462,97.554,-0.5891,1.5951,0.452
7.395,94.921,6.995,1.171,26.898,44.422,33.532,75.525,-1.4634,0.0495,-0.063
7.568,144.413,9.228,1.196,29.714,44.147,34.433,96.065,-0.3807,1.1174,-0.0172
7.502,229.273,9.253,1.225,42.525,48.698,47.342,120.74,0.7144,1.438,1.9653
7.664,187.276,12.046,1.245,24.663,43.663,26.98,126.086,0.9918,2.5448,-1.5999
6.992,116.4,5.4,1.183,18.038,46.588,35.027,85.053,-0.789,-0.5198,0.1748
6.654,136.154,4.354,1.191,17.794,43.884,35.89,92.238,-0.2487,-0.9167,-0.3022
6.711,144.352,5.347,1.209,31.705,44.295,35.446,109.495,0.7758,-0.3281,-0.0997
5.642,115.281,0.092,1.174,6.174,41.027,27.269,93.693,0.1397,-2.7423,-1.3448
7.07,168.47,7.358,1.219,24.745,46.036,31.123,108.994,0.4149,0.6327,-0.0297
6.965,183.624,6.15,1.212,32.638,47.152,36.051,109.125,0.4708,0.0753,0.7822
6.418,137.256,3.739,1.193,13.672,42.999,24.797,110.469,0.4444,-0.9852,-0.8184
7.623,202.14,11.17,1.233,28.738,46.809,31.815,124.827,0.8318,2.1704,-0.6488
7.559,176.652,7.561,1.203,27.151,45.261,36.726,104.516,-0.0156,0.9203,0.5405
7.108,108.923,4.474,1.176,20.123,43.411,31.015,81.63,-0.7837,-0.3736,-0.142
7.407,83.226,7.041,1.186,13.899,42.791,29.389,78.636,-1.4023,0.3265,-1.2021
6.231,203.272,2.475,1.215,30.038,46.306,35.82,132.184,1.7131,-0.9314,0.4967
6.891,108.272,5.523,1.19,14.374,44.041,30.271,81.56,-0.7516,-0.4962,-0.5964
7.08,151.129,5.452,1.19,22.393,44.278,35.638,97.407,-0.3182,-0.2479,0.5974
8.29,75.499,12.195,1.193,21.003,43.949,32.446,66.852,-2.1511,1.9408,-0.8458
6.971,57.387,4.943,1.167,12.334,44.829,30.759,73.536,-1.4369,-0.607,-0.8663
7.458,167.444,9.514,1.216,20.716,43.632,32.262,115.969,0.5944,1.4508,-1.0971
7.918,210.459,13.173,1.226,42.714,48.739,42.586,112.59,0.261,2.2941,1.5783
6.94,184.024,5.206,1.207,17.363,45.074,37.341,106.206,0.3127,0.1819,0.0326
6.36,186.051,2.835,1.201,12.485,43.479,32.293,111.284,0.6785,-0.9159,-0.2923
6.867,112.045,4.692,1.189,21.361,45.969,37.745,91.952,-0.3459,-0.6663,0.5007
7.221,149.402,5.988,1.186,22.272,45.926,35.661,93.681,-0.6686,0.2575,0.3261
6.365,157.459,3.104,1.199,19.423,44.099,32.123,110.339,0.825,-0.9519,-0.5777
7.422,152.391,6.684,1.195,47.479,47.303,43.609,96.125,-0.2234,0.7794,0.8552
6.312,180.594,2.775,1.213,15.953,43.198,24.796,123.073,1.1803,-0.6859,-1.4126
6.186,178.542,5.204,1.213,22.273,44.504,29.781,121.799,1.4054,-0.3367,-0.9562
7.562,201.209,8.939,1.239,32.325,44.519,38.045,122.389,0.8985,1.3838,0.0995
7.948,176.015,9.733,1.214,37.131,46.944,39.677,100.6,-0.2229,1.3194,1.072
6.185,148.865,1.836,1.187,23.651,43.982,35.15,101.375,0.3943,-1.5609,0.7133
7.043,142.192,7.032,1.207,27.983,45.286,36.16,110.109,0.4915,0.465,-0.253
7.2,220.99,7.963,1.223,42.566,49.876,41.473,122.152,0.8583,0.7753,1.4328
6.487,241.399,5.516,1.227,40.031,46.456,35.751,134.916,2.1097,0.1024,0.5087
7.466,57.369,6.365,1.177,11.94,40.383,27.967,66.769,-2.303,0.0956,-1.2809
7.581,151.994,7.303,1.207,42.706,48.783,46.336,89.741,-0.4467,0.4967,2.0966
7.567,131.661,8.34,1.209,23.258,44.644,29.963,97.047,-0.5219,0.9139,-0.341
7.717,163.281,9.788,1.212,40.682,47.739,42.36,92.908,-0.2626,1.4377,1.118
7.391,94.745,6.007,1.17,30.439,44.929,39.034,74.287,-1.555,0.0403,0.8379
6.765,77.136,2.992,1.179,0.659,40.296,21.607,87.57,-0.7052,-0.5935,-2.1637
7.774,160.377,9.708,1.222,31.9,47.29,37.022,110.598,0.3869,1.7812,0.0955
7.04,162.689,5.48,1.193,33.721,45.849,40.078,99.564,0.0534,-0.2579,1.3826
6.864,162.769,5.44,1.198,23.432,42.073,29.571,96.107,-0.0157,-0.1688,-0.5841
6.877,213.692,6.873,1.218,23.324,44.769,34.178,118.707,1.1686,0.4177,-0.2504
6.514,218.275,4.054,1.202,42.039,47.098,47.699,110.393,1.0089,-0.8305,2.1535
6.974,95.783,4.601,1.184,13.537,45.834,34.15,82.368,-0.8617,-0.4195,-0.1175
6.545,152.165,4.221,1.203,16.662,44.333,29.291,107.605,0.6253,-0.5911,-0.6334
6.659,150.617,4.004,1.21,27.029,43.018,33.205,107.244,0.8231,-0.339,-1.0034
6.155,220.788,2.982,1.225,33.121,45.745,36.351,132.596,2.093,-0.6911,-0.2248
7.423,71.525,6.941,1.169,21.868,42.617,32.596,65.275,-2.07,-0.0198,-0.198
7.334,120.517,8.482,1.204,18.682,43.936,31.822,92.653,-0.4494,0.7255,-0.4099
6.46,196.28,3.846,1.208,29.688,45.985,35.932,129.259,1.3952,-0.4902,0.3556
7.763,67.834,6.706,1.157,18.168,47.484,35.537,60.01,-2.3656,0.1456,0.9192
7.055,177.074,8.019,1.214,22.455,45.091,31.124,118.787,0.6778,0.9166,-0.805
6.605,151.331,4.22,1.197,22.235,42.765,29.071,104.006,0.4138,-0.5708,-1.007
7.922,168.216,9.913,1.21,34.825,49.796,45.782,101.747,-0.4354,1.2722,1.5822
6.451,183.123,5.151,1.203,28.349,43.819,32.478,105.17,0.7509,-0.3343,-0.3912
6.415,147.53,2.572,1.193,18.277,44.893,32.427,102.188,0.1834,-1.1978,0.1281
6.704,128.016,4.351,1.19,19.658,44.108,33.435,91.559,-0.3271,-0.8397,-0.2451
6.996,141.55,5.888,1.197,18.627,45.614,37.82,102.777,0.0337,-0.1844,0.3254
7.779,141.566,9.648,1.2,31.552,46.069,39.264,87.142,-0.9171,1.3715,1.339
6.96,80.222,4.498,1.172,6.055,41.726,30.055,72.522,-1.2836,-0.7011,-0.8209
6.874,145.219,6.945,1.193,24.829,45.752,35.426,101.236,0.514,0.0789,-0.3033
7.229,170.159,7.217,1.206,29.191,46.623,37.217,108.946,0.0889,0.471,0.3829
7.343,181.213,7.106,1.209,39.074,46.938,43.976,104.536,0.1633,0.491,1.5825
6.589,104.648,3.227,1.164,23.257,43.308,33.305,74.429,-1.1739,-1.4916,0.2482
6.525,122.789,3.87,1.185,8.179,41.482,25.456,101.083,-0.1599,-0.6557,-1.5001
7.198,140.561,7.531,1.21,30.292,44.052,31.466,107.677,0.2466,0.3467,-0.6857
7.666,176.539,8.835,1.207,34.939,46.877,42.097,103.511,-0.089,1.0066,0.7876
6.963,106.816,5.075,1.17,27.499,45.43,37.654,73.95,-1.1198,-0.82,0.4836
7.422,132.312,8.295,1.195,26.912,43.074,37.481,97.83,-0.5581,0.7292,-0.455
6.724,197.82,4.745,1.206,26.034,46.55,40.172,110.405,0.8135,-0.5687,0.3599
7.078,134.697,5.374,1.197,18.433,45.564,40.129,90.803,-0.2906,-0.0768,-0.053
6.753,158.653,4.503,1.193,20.773,44.025,34.519,104.008,0.2612,-0.629,-0.0031
6.86,165.13,5.098,1.2,27.53,44.243,41.108,107.78,0.3242,-0.2146,0.2132
6.947,135.666,4.949,1.18,34.827,44.651,36.824,82.635,-0.7186,-0.4004,0.5709
5.966,164.504,1.165,1.204,29.321,43.027,27.945,110.229,0.8857,-1.824,-0.3262
7.603,150.691,7.089,1.195,35.385,48.281,44.163,83.315,-0.8452,0.3525,1.0469
6.205,74.19,1.782,1.171,10.144,40.469,30.39,78.125,-0.8236,-1.8457,-0.8602
7.332,230.105,9.274,1.241,40.846,46.203,35.73,136.04,1.4629,1.4944,0.6471
7.442,117.428,8.053,1.183,23.768,43.814,34.623,78.099,-1.1603,0.2546,-0.1384
6.854,143.073,4.18,1.186,32.521,46.686,38.882,92.535,-0.1519,-0.6101,0.6972
7.606,76.783,7.011,1.175,24.431,47.648,39.752,66.11,-1.9053,0.1273,1.1988
6.488,175.069,5.867,1.21,20.018,44.141,30.249,116.844,0.8391,-0.184,-1.2803
5.95,217.635,1.706,1.195,41.68,45.263,40.674,114.269,1.1563,-1.4174,0.8363
7.089,154.417,6.862,1.204,31.779,45.721,33.353,91.602,0.0673,-0.0694,0.296
5.951,153.3,0.802,1.192,16.519,43.881,32.141,102.952,0.6255,-1.7167,-0.4669
7.029,126.758,5.086,1.188,28.05,45.325,36.747,89.535,-0.5924,-0.4862,0.9272
6.823,138.999,5.688,1.191,31.385,44.243,33.043,96.469,-0.1528,-0.4916,0.0864
7.584,116.455,6.295,1.184,22.575,47.277,38.65,83.308,-0.9766,0.167,0.6945
6.991,112.765,4.955,1.181,21.208,44.193,36.997,79.103,-0.9419,-0.6859,0.3664
6.957,134.986,4.609,1.173,26.551,46.753,45.899,85.8,-0.5807,-1.0919,1.6313
7.281,174.931,7.881,1.22,23.229,46.096,35.502,108.422,0.4713,0.9596,-0.1169
6.465,104.936,2.092,1.177,14.63,44.232,31.832,87.035,-0.8851,-1.5928,-0.0891
8.001,140.518,9.941,1.193,27.671,48.16,47.244,82.535,-1.2857,0.978,1.8397
7.136,203.185,5.0,1.208,35.852,50.536,43.497,105.837,0.4882,-0.2396,1.7822
7.229,194.827,7.576,1.208,22.957,44.817,35.579,110.648,0.3775,0.655,0.1824
7.282,152.799,6.943,1.199,32.922,45.129,37.649,92.079,-0.5059,0.1735,0.3909
6.745,159.343,4.41,1.193,21.171,43.905,34.107,101.716,0.3002,-0.5792,0.0943
7.03,148.196,5.146,1.198,24.699,45.472,37.816,86.381,-0.377,-0.3873,1.0435
6.498,91.711,2.087,1.166,21.048,44.391,36.862,74.109,-1.1011,-1.7438,0.3763
8.05,50.306,9.337,1.164,11.526,43.13,36.831,61.852,-2.7932,0.9523,0.357
6.302,128.572,1.284,1.178,25.398,44.516,36.081,92.802,-0.1611,-1.5708,0.6447
7.165,191.261,7.269,1.2,31.697,46.275,41.299,107.142,0.295,0.6019,0.381
6.822,206.66,7.319,1.226,28.798,43.494,28.963,128.261,1.3696,0.498,-1.1515
7.452,150.44,8.185,1.208,22.298,44.834,32.375,104.599,0.0059,0.633,-0.0718
6.358,122.382,1.975,1.191,21.975,43.287,24.996,102.077,0.4933,-1.1602,-1.0824
6.742,214.016,5.572,1.222,41.773,47.525,34.9,118.859,1.3381,-0.0299,0.3142
6.781,131.568,4.021,1.181,28.311,46.009,30.425,95.442,-0.1897,-0.6592,0.3167
7.003,193.849,6.223,1.208,39.396,46.21,41.358,118.356,0.7298,0.0496,1.36
7.183,86.141,6.278,1.184,16.901,42.742,30.733,74.919,-1.4723,-0.1954,-0.6676
7.255,212.746,8.814,1.229,34.16,47.208,40.822,120.005,0.617,1.1039,0.4313
7.285,52.758,5.135,1.175,12.202,43.841,28.544,64.18,-2.0429,-0.221,-1.3766
7.74,217.963,12.14,1.236,41.501,48.325,36.366,125.715,0.5802,2.5439,-0.0527
6.756,136.774,5.114,1.201,24.115,44.414,33.355,105.175,0.168,-0.1267,-0.5427
8.22,121.052,12.551,1.218,11.68,45.297,26.364,97.37,-0.6348,2.5167,-1.7036
7.474,146.135,7.631,1.198,24.026,46.253,34.203,97.366,-0.4511,0.5285,0.3543
7.038,102.731,5.154,1.177,18.541,41.983,30.816,76.448,-1.0312,-0.7571,-0.5211
7.167,164.122,8.402,1.214,18.749,42.732,26.125,112.348,0.2014,1.0098,-1.4316
7.258,99.982,4.798,1.17,22.7,44.486,36.145,66.113,-1.5074,-0.3615,0.4824
6.957,89.039,5.075,1.183,11.528,41.069,30.474,84.191,-0.9452,-0.182,-1.0757
6.792,104.129,3.917,1.176,16.49,41.406,32.783,76.187,-0.9981,-0.9033,-0.6308
7.969,157.018,11.747,1.219,32.174,45.696,39.002,102.64,-0.1898,2.1414,0.8061
