ct_norm_s1,ct_norm_s2,ct_norm_s3,ct_norm_s4,ct_norm_s5,ct_norm_s6,wip_norm,speed_norm,failure_prob,micro_stops_norm,operator_efficiency,action,reward,throughput_uph,episode,step
0.84,0.89,0.98,0.88,0.66,0.84,0.02,0.79,0.01,0.33,1.0,3,85.02,82.1,218,73
0.85,0.92,0.98,0.91,0.68,0.86,0.02,0.79,0.0,0.2,1.0,2,75.04,78.37,218,74
0.87,0.94,1.0,0.94,0.7,0.89,0.05,0.77,0.0,0.27,1.0,2,66.03,74.19,218,75
0.93,0.99,1.0,1.0,0.74,0.91,0.05,0.74,0.0,0.33,1.0,5,61.95,74.15,218,76
0.93,1.0,0.99,1.0,0.74,0.91,0.05,0.74,0.0,0.4,1.0,5,63.09,73.92,218,77
0.93,1.0,1.0,1.0,0.75,0.92,0.02,0.74,0.01,0.4,1.0,3,76.52,73.77,218,78
0.95,1.0,0.99,0.99,0.77,0.92,0.0,0.74,0.0,0.2,1.0,1,75.13,77.42,218,79
0.33,0.41,0.4,0.36,0.38,0.34,0.15,0.79,0.09,0.07,0.9,0,117.75,106.46,219,0
0.35,0.41,0.41,0.36,0.36,0.35,0.15,0.79,0.1,0.0,0.92,2,107.21,100.89,219,1
0.39,0.44,0.41,0.37,0.41,0.37,0.15,0.76,0.09,0.07,0.92,4,108.71,102.13,219,2
0.38,0.46,0.39,0.37,0.43,0.35,0.15,0.77,0.08,0.07,0.92,0,114.74,103.75,219,3
0.37,0.47,0.4,0.38,0.43,0.35,0.15,0.77,0.08,0.0,0.94,2,101.86,97.43,219,4
0.43,0.51,0.44,0.42,0.45,0.37,0.18,0.74,0.06,0.07,0.94,4,101.78,98.25,219,5
0.41,0.52,0.46,0.4,0.46,0.38,0.12,0.75,0.06,0.13,0.94,3,106.57,96.54,219,6
0.45,0.55,0.48,0.43,0.49,0.37,0.15,0.75,0.03,0.0,0.94,2,99.66,90.7,219,7
0.49,0.58,0.5,0.49,0.54,0.4,0.15,0.73,0.02,0.0,0.94,3,93.66,90.13,219,8
0.49,0.61,0.5,0.49,0.55,0.39,0.18,0.73,0.0,0.07,0.94,2,87.13,84.69,219,9
0.52,0.65,0.53,0.54,0.59,0.41,0.18,0.7,0.0,0.07,0.94,2,76.41,79.09,219,10
0.55,0.69,0.57,0.59,0.65,0.46,0.18,0.68,0.0,0.13,0.94,2,66.63,74.28,219,11
0.57,0.74,0.6,0.63,0.69,0.5,0.18,0.65,0.0,0.2,0.94,5,66.72,74.35,219,12
0.59,0.75,0.59,0.63,0.67,0.5,0.18,0.65,0.0,0.2,0.94,0,72.3,77.76,219,13
0.61,0.74,0.58,0.61,0.68,0.51,0.15,0.65,0.0,0.2,0.98,0,80.11,79.68,219,14
0.59,0.72,0.59,0.63,0.66,0.49,0.12,0.65,0.0,0.13,1.0,1,85.58,84.34,219,15
0.56,0.69,0.56,0.61,0.65,0.45,0.12,0.68,0.01,0.13,1.0,0,87.86,84.12,219,16
0.57,0.67,0.57,0.59,0.67,0.47,0.15,0.68,0.01,0.07,1.0,5,87.6,83.96,219,17
0.58,0.65,0.58,0.6,0.66,0.49,0.15,0.68,0.02,0.07,1.0,1,90.38,88.46,219,18
0.56,0.63,0.56,0.56,0.65,0.48,0.12,0.7,0.03,0.13,1.0,4,90.8,89.71,219,19
0.58,0.61,0.54,0.56,0.65,0.46,0.08,0.71,0.03,0.2,1.0,1,97.66,94.33,219,20
0.57,0.61,0.53,0.52,0.62,0.44,0.05,0.74,0.05,0.2,1.0,0,99.72,93.92,219,21
0.57,0.62,0.54,0.53,0.63,0.45,0.08,0.74,0.05,0.13,1.0,5,101.26,93.94,219,22
0.56,0.63,0.54,0.51,0.63,0.44,0.05,0.74,0.05,0.13,1.0,0,101.41,94.08,219,23
0.57,0.63,0.55,0.52,0.61,0.43,0.05,0.74,0.05,0.13,1.0,4,102.3,94.85,219,24
0.59,0.63,0.54,0.51,0.62,0.43,0.05,0.74,0.05,0.13,1.0,0,105.63,95.62,219,25
0.6,0.62,0.52,0.51,0.6,0.42,0.08,0.74,0.06,0.07,1.0,5,103.71,96.07,219,26
0.58,0.62,0.53,0.49,0.6,0.4,0.05,0.74,0.06,0.13,1.0,4,107.66,96.86,219,27
0.57,0.63,0.55,0.5,0.61,0.38,0.0,0.75,0.06,0.13,1.0,1,108.48,101.12,219,28
0.56,0.63,0.53,0.5,0.58,0.37,0.0,0.78,0.09,0.2,1.0,1,110.06,105.99,219,29
0.53,0.61,0.49,0.49,0.58,0.35,0.0,0.8,0.11,0.27,1.0,4,111.25,106.95,219,30
0.53,0.63,0.5,0.49,0.58,0.33,0.0,0.81,0.11,0.27,1.0,5,107.45,107.08,219,31
0.52,0.62,0.51,0.5,0.58,0.32,0.0,0.81,0.1,0.33,1.0,4,108.6,107.99,219,32
0.53,0.63,0.49,0.51,0.56,0.34,0.0,0.82,0.1,0.33,1.0,1,111.61,114.04,219,33
0.5,0.61,0.44,0.46,0.55,0.31,0.0,0.84,0.12,0.4,1.0,3,117.83,112.3,219,34
0.52,0.64,0.45,0.49,0.56,0.33,0.0,0.84,0.09,0.27,1.0,1,119.35,118.34,219,35
0.48,0.61,0.41,0.47,0.55,0.29,0.02,0.87,0.12,0.33,1.0,0,121.47,117.96,219,36
0.48,0.6,0.42,0.47,0.56,0.3,0.05,0.87,0.11,0.27,1.0,4,120.51,119.21,219,37
0.49,0.6,0.41,0.47,0.57,0.29,0.02,0.88,0.1,0.33,1.0,0,123.31,119.44,219,38
0.49,0.62,0.42,0.46,0.55,0.28,0.05,0.88,0.1,0.27,1.0,0,126.02,118.41,219,39
0.47,0.64,0.44,0.47,0.57,0.3,0.05,0.88,0.11,0.2,1.0,0,126.28,118.57,219,40
0.47,0.65,0.45,0.46,0.55,0.29,0.05,0.88,0.1,0.2,1.0,0,129.71,118.14,219,41
0.48,0.67,0.47,0.45,0.56,0.27,0.05,0.88,0.11,0.13,1.0,5,125.26,117.8,219,42
0.48,0.69,0.48,0.45,0.54,0.28,0.05,0.88,0.11,0.2,1.0,0,130.0,117.23,219,43
0.5,0.7,0.49,0.44,0.54,0.3,0.02,0.88,0.12,0.13,1.0,0,134.18,117.42,219,44
0.5,0.68,0.48,0.44,0.53,0.31,0.02,0.88,0.12,0.07,1.0,0,134.06,117.33,219,45
0.52,0.66,0.49,0.43,0.51,0.33,0.02,0.88,0.12,0.07,1.0,5,133.03,117.8,219,46
0.54,0.65,0.49,0.42,0.51,0.32,0.05,0.88,0.13,0.07,1.0,5,133.08,117.9,219,47
0.53,0.66,0.47,0.41,0.53,0.32,0.05,0.88,0.14,0.07,1.0,4,134.22,118.9,219,48
0.55,0.64,0.48,0.4,0.53,0.33,0.05,0.89,0.15,0.07,1.0,1,136.57,124.3,219,49
0.54,0.63,0.44,0.38,0.5,0.31,0.05,0.91,0.16,0.13,1.0,5,134.16,124.44,219,50
0.52,0.65,0.43,0.39,0.49,0.31,0.02,0.91,0.17,0.2,1.0,4,131.87,124.64,219,51
0.53,0.65,0.45,0.39,0.51,0.32,0.0,0.92,0.17,0.27,1.0,1,138.88,130.59,219,52
0.5,0.62,0.43,0.35,0.5,0.29,0.0,0.94,0.18,0.27,1.0,0,141.1,130.35,219,53
0.52,0.6,0.42,0.36,0.5,0.31,0.02,0.94,0.18,0.2,1.0,0,140.92,130.25,219,54
0.52,0.6,0.41,0.35,0.51,0.32,0.02,0.94,0.19,0.2,1.0,5,134.98,129.95,219,55
0.53,0.62,0.42,0.34,0.5,0.32,0.05,0.94,0.2,0.27,1.0,5,-68.6,130.37,219,56
0.44,0.4,0.43,0.39,0.56,0.44,0.28,0.75,0.07,0.0,0.91,1,101.51,99.12,220,0
0.42,0.39,0.42,0.38,0.53,0.43,0.28,0.78,0.09,0.0,0.91,0,101.5,102.42,220,1
0.43,0.37,0.43,0.39,0.54,0.41,0.28,0.78,0.09,0.07,0.94,5,100.4,102.82,220,2
0.44,0.35,0.43,0.38,0.54,0.4,0.3,0.78,0.1,0.07,0.94,4,102.85,104.37,220,3
0.45,0.34,0.41,0.39,0.53,0.39,0.22,0.78,0.09,0.13,0.94,5,98.03,103.76,220,4
0.46,0.35,0.42,0.4,0.51,0.41,0.22,0.78,0.1,0.2,0.94,3,109.53,103.06,220,5
0.48,0.36,0.43,0.42,0.51,0.4,0.22,0.78,0.06,0.0,0.94,4,109.69,104.07,220,6
0.49,0.36,0.44,0.43,0.5,0.39,0.18,0.79,0.07,0.07,0.94,4,115.43,105.14,220,7
0.5,0.36,0.44,0.42,0.49,0.4,0.1,0.8,0.07,0.07,0.94,1,117.16,110.1,220,8
0.47,0.33,0.43,0.4,0.47,0.39,0.1,0.83,0.1,0.13,0.94,4,123.73,110.53,220,9
0.48,0.33,0.42,0.42,0.48,0.41,0.0,0.83,0.09,0.13,0.94,4,121.45,112.03,220,10
0.47,0.34,0.4,0.41,0.49,0.4,0.0,0.84,0.1,0.2,0.94,1,121.67,117.04,220,11
0.45,0.34,0.38,0.4,0.45,0.38,0.02,0.87,0.13,0.27,0.94,0,130.2,122.84,220,12
0.44,0.33,0.37,0.4,0.45,0.38,0.0,0.87,0.12,0.27,0.98,3,136.98,121.62,220,13
0.47,0.32,0.39,0.41,0.47,0.37,0.0,0.87,0.1,0.13,0.98,3,139.59,120.2,220,14
0.48,0.33,0.39,0.43,0.5,0.38,0.0,0.87,0.06,0.07,0.98,5,139.68,120.27,220,15
0.5,0.31,0.39,0.45,0.49,0.37,0.0,0.87,0.06,0.07,0.98,0,141.72,121.97,220,16
0.51,0.33,0.37,0.46,0.47,0.38,0.0,0.87,0.06,0.07,0.99,3,140.45,120.6,220,17
0.51,0.35,0.4,0.47,0.49,0.38,0.0,0.87,0.03,0.07,0.99,5,136.36,120.57,220,18
0.53,0.33,0.42,0.48,0.48,0.36,0.0,0.87,0.03,0.13,0.99,3,138.85,119.11,220,19
0.52,0.37,0.44,0.51,0.5,0.35,0.0,0.87,0.01,0.07,0.99,2,129.33,112.36,220,20
0.57,0.38,0.48,0.53,0.55,0.4,0.02,0.84,0.0,0.07,0.99,2,116.64,106.37,220,21
0.59,0.42,0.54,0.54,0.59,0.42,0.05,0.82,0.0,0.13,0.99,5,116.28,106.07,220,22
0.59,0.41,0.56,0.56,0.59,0.42,0.05,0.82,0.0,0.13,0.99,4,121.47,107.97,220,23
0.57,0.42,0.54,0.54,0.58,0.41,0.0,0.83,0.01,0.13,0.99,0,126.19,108.64,220,24
0.56,0.44,0.54,0.55,0.57,0.42,0.0,0.83,0.02,0.07,1.0,4,123.54,109.81,220,25
0.57,0.45,0.53,0.55,0.57,0.4,0.0,0.83,0.02,0.13,1.0,5,123.78,110.02,220,26
0.58,0.43,0.54,0.55,0.56,0.41,0.0,0.83,0.02,0.13,1.0,2,115.56,104.28,220,27
0.61,0.46,0.56,0.58,0.57,0.46,0.02,0.81,0.01,0.13,1.0,0,114.94,103.78,220,28
0.6,0.47,0.58,0.57,0.58,0.48,0.02,0.81,0.01,0.13,1.0,0,113.55,103.82,220,29
0.6,0.47,0.57,0.56,0.59,0.49,0.05,0.81,0.0,0.13,1.0,5,111.79,103.59,220,30
0.58,0.48,0.58,0.54,0.61,0.49,0.08,0.81,0.0,0.13,1.0,4,113.54,105.03,220,31
0.6,0.5,0.57,0.53,0.59,0.48,0.08,0.82,0.0,0.13,1.0,3,120.21,103.92,220,32
0.61,0.52,0.55,0.57,0.6,0.5,0.08,0.82,0.0,0.0,1.0,2,107.16,97.63,220,33
0.64,0.58,0.6,0.62,0.63,0.55,0.1,0.79,0.0,0.07,1.0,3,106.31,95.67,220,34
0.67,0.61,0.62,0.66,0.66,0.58,0.08,0.79,0.0,0.07,1.0,5,101.1,95.92,220,35
0.68,0.6,0.61,0.64,0.68,0.56,0.1,0.79,0.0,0.13,1.0,4,104.2,96.88,220,36
0.68,0.61,0.6,0.63,0.68,0.57,0.0,0.8,0.01,0.2,1.0,0,107.07,97.14,220,37
0.68,0.6,0.59,0.64,0.67,0.55,0.02,0.8,0.0,0.13,1.0,4,109.5,97.92,220,38
0.7,0.62,0.58,0.64,0.67,0.55,0.0,0.81,0.0,0.13,1.0,1,111.25,102.91,220,39
0.68,0.6,0.54,0.61,0.63,0.54,0.0,0.83,0.02,0.2,1.0,0,111.52,103.17,220,40
0.67,0.58,0.52,0.62,0.65,0.53,0.0,0.83,0.03,0.2,1.0,0,115.36,103.07,220,41
0.66,0.59,0.54,0.63,0.63,0.54,0.0,0.83,0.03,0.13,1.0,2,105.01,97.61,220,42
0.7,0.6,0.59,0.65,0.67,0.59,0.0,0.81,0.01,0.2,1.0,2,98.83,92.36,220,43
0.75,0.64,0.63,0.67,0.68,0.63,0.0,0.78,0.0,0.2,1.0,0,96.81,91.93,220,44
0.77,0.63,0.64,0.66,0.7,0.64,0.02,0.78,0.0,0.2,1.0,1,99.7,95.77,220,45
0.75,0.61,0.62,0.66,0.69,0.64,0.05,0.81,0.02,0.2,1.0,0,100.23,96.19,220,46
0.74,0.61,0.63,0.64,0.67,0.62,0.05,0.81,0.02,0.2,1.0,1,107.63,101.21,220,47
0.71,0.59,0.61,0.6,0.66,0.58,0.02,0.83,0.03,0.2,1.0,0,112.97,101.11,220,48
0.72,0.61,0.62,0.6,0.65,0.56,0.0,0.83,0.04,0.13,1.0,5,113.89,101.88,220,49
0.73,0.59,0.6,0.58,0.64,0.55,0.0,0.83,0.04,0.13,1.0,3,119.8,101.18,220,50
0.72,0.62,0.6,0.59,0.67,0.54,0.02,0.83,0.01,0.0,1.0,0,116.99,100.91,220,51
0.73,0.64,0.6,0.58,0.68,0.53,0.0,0.83,0.01,0.07,1.0,1,117.93,105.16,220,52
0.72,0.62,0.58,0.56,0.67,0.52,0.0,0.86,0.03,0.13,1.0,0,121.38,104.69,220,53
0.7,0.63,0.6,0.57,0.67,0.53,0.0,0.86,0.02,0.07,1.0,2,110.87,99.13,220,54
0.76,0.65,0.63,0.61,0.72,0.55,0.0,0.83,0.01,0.13,1.0,0,114.25,98.54,220,55
0.77,0.67,0.64,0.63,0.71,0.56,0.0,0.83,0.0,0.07,1.0,0,118.21,98.58,220,56
0.76,0.68,0.64,0.61,0.71,0.57,0.0,0.83,0.01,0.0,1.0,2,108.05,93.37,220,57
0.79,0.71,0.66,0.68,0.75,0.6,0.0,0.81,0.0,0.07,1.0,2,98.25,88.55,220,58
0.81,0.75,0.7,0.7,0.78,0.64,0.0,0.78,0.0,0.13,1.0,4,94.87,89.06,220,59
0.82,0.77,0.7,0.72,0.77,0.65,0.0,0.79,0.0,0.2,1.0,3,106.23,88.52,220,60
0.83,0.76,0.72,0.72,0.78,0.66,0.0,0.79,0.0,0.0,1.0,5,100.94,88.7,220,61
0.82,0.75,0.74,0.71,0.79,0.65,0.02,0.79,0.0,0.07,1.0,0,99.61,88.87,220,62
0.81,0.74,0.75,0.72,0.79,0.63,0.05,0.79,0.0,0.07,1.0,0,105.51,89.27,220,63
0.8,0.73,0.73,0.73,0.78,0.63,0.02,0.79,0.01,0.0,1.0,5,101.61,89.32,220,64
0.82,0.72,0.72,0.72,0.78,0.64,0.02,0.79,0.01,0.07,1.0,2,90.86,84.89,220,65
0.85,0.74,0.77,0.73,0.84,0.65,0.05,0.77,0.0,0.13,1.0,5,89.02,85.43,220,66
0.84,0.74,0.75,0.71,0.82,0.65,0.02,0.77,0.0,0.2,1.0,2,83.79,81.08,220,67
0.86,0.77,0.79,0.74,0.85,0.67,0.02,0.74,0.0,0.2,1.0,4,82.5,82.09,220,68
0.85,0.76,0.78,0.74,0.86,0.68,0.0,0.75,0.0,0.27,1.0,3,89.99,81.66,220,69
0.86,0.78,0.79,0.75,0.87,0.68,0.0,0.75,0.0,0.13,1.0,0,90.28,81.94,220,70
0.84,0.79,0.8,0.74,0.86,0.66,0.0,0.75,0.01,0.13,1.0,1,91.14,86.1,220,71
0.82,0.76,0.76,0.72,0.85,0.64,0.0,0.78,0.02,0.2,1.0,0,95.21,86.11,220,72
0.82,0.76,0.74,0.7,0.87,0.64,0.0,0.78,0.01,0.13,1.0,3,100.71,85.18,220,73
0.86,0.79,0.75,0.72,0.88,0.63,0.02,0.78,0.0,0.0,1.0,3,94.51,84.59,220,74
0.88,0.79,0.77,0.73,0.88,0.65,0.05,0.78,0.0,0.07,1.0,4,94.07,85.13,220,75
0.88,0.8,0.78,0.74,0.9,0.66,0.0,0.78,0.01,0.13,1.0,2,83.3,80.68,220,76
0.91,0.83,0.82,0.79,0.9,0.7,0.02,0.76,0.0,0.2,1.0,3,94.98,80.4,220,77
0.91,0.84,0.82,0.8,0.91,0.7,0.02,0.76,0.0,0.0,1.0,3,89.51,79.18,220,78
0.94,0.86,0.85,0.82,0.94,0.72,0.02,0.76,0.0,0.07,1.0,1,93.4,82.56,220,79
0.49,0.42,0.51,0.56,0.54,0.34,0.18,0.78,0.08,0.2,0.87,2,77.92,86.27,221,0
0.52,0.44,0.56,0.59,0.55,0.4,0.15,0.75,0.06,0.27,0.87,5,74.41,86.76,221,1
0.5,0.42,0.56,0.58,0.56,0.39,0.15,0.75,0.07,0.33,0.87,1,75.01,90.83,221,2
0.48,0.41,0.54,0.57,0.54,0.36,0.15,0.78,0.1,0.4,0.87,0,80.19,93.1,221,3
0.47,0.43,0.56,0.58,0.53,0.38,0.18,0.78,0.1,0.33,0.89,2,69.07,88.24,221,4
0.48,0.47,0.59,0.6,0.56,0.4,0.2,0.75,0.08,0.4,0.89,1,71.6,91.78,221,5
0.46,0.46,0.58,0.59,0.56,0.4,0.22,0.78,0.1,0.4,0.89,1,78.03,96.05,221,6
0.45,0.46,0.53,0.59,0.53,0.38,0.2,0.8,0.12,0.4,0.89,3,83.57,95.07,221,7
0.45,0.48,0.54,0.61,0.54,0.41,0.22,0.8,0.1,0.27,0.89,5,81.38,95.27,221,8
0.44,0.5,0.53,0.62,0.53,0.4,0.2,0.8,0.09,0.33,0.89,2,73.43,89.73,221,9
0.47,0.55,0.56,0.67,0.58,0.41,0.22,0.78,0.07,0.33,0.89,3,82.03,88.8,221,10
0.49,0.58,0.56,0.67,0.61,0.41,0.2,0.78,0.05,0.2,0.89,3,89.76,87.08,221,11
0.5,0.62,0.6,0.7,0.64,0.42,0.18,0.78,0.02,0.07,0.89,5,87.21,87.01,221,12
0.51,0.63,0.6,0.7,0.64,0.41,0.15,0.78,0.02,0.13,0.89,0,90.65,88.71,221,13
0.53,0.64,0.58,0.69,0.64,0.42,0.12,0.78,0.03,0.13,0.91,1,96.32,92.31,221,14
0.52,0.64,0.56,0.69,0.63,0.41,0.1,0.8,0.05,0.13,0.91,0,97.71,92.3,221,15
0.53,0.63,0.58,0.7,0.62,0.41,0.08,0.8,0.06,0.13,0.92,4,97.85,93.25,221,16
0.54,0.61,0.59,0.7,0.62,0.41,0.02,0.81,0.06,0.2,0.92,1,97.54,97.78,221,17
0.52,0.6,0.57,0.67,0.57,0.4,0.05,0.84,0.08,0.27,0.92,1,98.86,102.34,221,18
0.52,0.57,0.55,0.65,0.56,0.35,0.05,0.86,0.09,0.33,0.92,2,87.96,96.45,221,19
0.56,0.6,0.59,0.68,0.62,0.39,0.05,0.84,0.08,0.4,0.92,2,76.68,91.58,221,20
0.6,0.63,0.59,0.72,0.66,0.41,0.08,0.81,0.07,0.47,0.92,3,88.8,90.24,221,21
0.62,0.67,0.6,0.76,0.68,0.43,0.05,0.81,0.05,0.27,0.92,1,89.36,94.27,221,22
0.6,0.63,0.58,0.73,0.68,0.41,0.05,0.84,0.08,0.33,0.92,0,93.69,97.95,221,23
0.6,0.62,0.59,0.72,0.7,0.41,0.05,0.84,0.08,0.33,0.95,5,94.77,98.78,221,24
0.58,0.6,0.59,0.72,0.68,0.39,0.05,0.84,0.08,0.33,0.95,1,101.48,103.23,221,25
0.58,0.59,0.57,0.7,0.66,0.36,0.02,0.86,0.09,0.33,0.95,3,109.42,101.76,221,26
0.61,0.62,0.6,0.71,0.67,0.36,0.0,0.86,0.07,0.2,0.95,4,110.15,102.41,221,27
0.61,0.62,0.62,0.73,0.67,0.35,0.0,0.87,0.07,0.2,0.95,2,100.27,97.31,221,28
0.63,0.66,0.64,0.78,0.7,0.39,0.0,0.85,0.05,0.27,0.95,2,94.58,92.44,221,29
0.64,0.69,0.69,0.8,0.71,0.44,0.0,0.82,0.03,0.27,0.95,1,93.45,96.22,221,30
0.61,0.66,0.69,0.79,0.69,0.44,0.02,0.85,0.05,0.33,0.95,0,99.0,97.51,221,31
0.62,0.65,0.68,0.78,0.68,0.44,0.02,0.85,0.05,0.27,0.96,2,94.18,92.19,221,32
0.67,0.69,0.73,0.8,0.72,0.47,0.0,0.82,0.04,0.27,0.96,5,90.03,92.03,221,33
0.67,0.67,0.74,0.82,0.73,0.46,0.0,0.82,0.04,0.33,0.96,2,85.04,87.67,221,34
0.7,0.71,0.77,0.83,0.76,0.49,0.0,0.8,0.02,0.33,0.96,3,95.07,87.14,221,35
0.72,0.7,0.78,0.83,0.78,0.5,0.02,0.8,0.0,0.13,0.96,2,85.76,82.72,221,36
0.74,0.74,0.81,0.86,0.83,0.52,0.02,0.77,0.0,0.2,0.96,5,83.01,82.51,221,37
0.73,0.74,0.82,0.86,0.85,0.52,0.0,0.77,0.0,0.27,0.96,1,87.21,86.19,221,38
0.72,0.7,0.82,0.84,0.82,0.52,0.0,0.8,0.02,0.27,0.96,1,87.15,89.72,221,39
0.72,0.68,0.82,0.82,0.81,0.48,0.0,0.82,0.05,0.33,0.96,1,88.0,93.98,221,40
0.71,0.64,0.77,0.8,0.81,0.45,0.0,0.85,0.08,0.4,0.96,2,78.11,88.96,221,41
0.74,0.69,0.83,0.85,0.82,0.48,0.0,0.82,0.06,0.47,0.96,1,82.7,92.98,221,42
0.7,0.69,0.78,0.83,0.8,0.47,0.0,0.85,0.09,0.47,0.96,0,83.21,94.57,221,43
0.72,0.68,0.78,0.83,0.8,0.45,0.02,0.85,0.08,0.47,0.98,1,82.5,98.67,221,44
0.69,0.68,0.76,0.81,0.76,0.44,0.05,0.87,0.09,0.53,0.98,4,86.5,99.45,221,45
0.69,0.7,0.76,0.8,0.77,0.44,0.0,0.88,0.08,0.53,0.98,1,91.17,103.53,221,46
0.69,0.7,0.72,0.77,0.75,0.42,0.0,0.9,0.11,0.53,0.98,5,85.64,103.52,221,47
0.68,0.69,0.72,0.79,0.74,0.43,0.02,0.9,0.11,0.6,0.98,4,87.94,104.22,221,48
0.67,0.69,0.71,0.8,0.76,0.44,0.0,0.91,0.11,0.6,0.98,4,84.8,104.88,221,49
0.68,0.69,0.7,0.81,0.76,0.46,0.0,0.92,0.11,0.67,0.98,2,78.97,99.85,221,50
0.7,0.7,0.74,0.86,0.81,0.49,0.0,0.9,0.09,0.67,0.98,5,74.28,99.33,221,51
0.72,0.71,0.75,0.87,0.8,0.49,0.0,0.9,0.09,0.73,0.98,3,85.69,98.59,221,52
0.72,0.72,0.78,0.87,0.8,0.53,0.0,0.9,0.06,0.53,0.98,4,87.06,99.8,221,53
0.71,0.71,0.77,0.87,0.8,0.52,0.0,0.9,0.07,0.53,0.98,2,79.71,94.84,221,54
0.78,0.76,0.79,0.9,0.83,0.54,0.02,0.88,0.06,0.53,0.98,0,83.15,96.5,221,55
0.76,0.78,0.78,0.92,0.83,0.53,0.0,0.88,0.06,0.53,1.0,5,79.0,96.34,221,56
0.77,0.78,0.77,0.93,0.82,0.54,0.0,0.88,0.06,0.6,1.0,5,79.21,96.57,221,57
0.79,0.77,0.76,0.95,0.8,0.52,0.0,0.88,0.07,0.6,1.0,0,83.18,96.6,221,58
0.8,0.77,0.77,0.95,0.81,0.53,0.0,0.88,0.07,0.53,1.0,1,81.94,100.33,221,59
0.76,0.76,0.74,0.95,0.8,0.52,0.02,0.9,0.1,0.6,1.0,2,73.34,95.19,221,60
0.78,0.8,0.78,1.0,0.83,0.57,0.0,0.88,0.09,0.67,1.0,0,77.29,95.13,221,61
0.8,0.78,0.8,1.0,0.82,0.57,0.0,0.88,0.09,0.6,1.0,4,78.69,96.25,221,62
0.8,0.8,0.8,0.98,0.8,0.57,0.0,0.89,0.08,0.6,1.0,2,69.56,91.79,221,63
0.84,0.8,0.85,1.0,0.83,0.61,0.0,0.86,0.06,0.67,1.0,3,75.22,90.82,221,64
0.87,0.81,0.88,1.0,0.84,0.63,0.02,0.86,0.03,0.53,1.0,0,77.2,90.35,221,65
0.87,0.83,0.9,1.0,0.84,0.65,0.05,0.86,0.02,0.47,1.0,3,88.64,89.7,221,66
0.88,0.85,0.93,1.0,0.86,0.65,0.05,0.86,0.0,0.27,1.0,4,88.73,90.65,221,67
0.89,0.83,0.93,0.99,0.86,0.65,0.0,0.87,0.0,0.33,1.0,3,94.05,89.63,221,68
0.9,0.87,0.96,1.0,0.88,0.65,0.02,0.87,0.0,0.2,1.0,3,105.23,88.94,221,69
0.93,0.89,0.98,1.0,0.88,0.66,0.02,0.87,0.0,0.0,1.0,3,99.34,88.62,221,70
0.94,0.9,0.99,0.99,0.89,0.67,0.05,0.87,0.0,0.07,1.0,4,99.38,89.49,221,71
0.93,0.91,1.0,0.98,0.89,0.68,0.0,0.88,0.0,0.13,1.0,4,96.8,90.71,221,72
0.91,0.9,0.98,0.97,0.87,0.69,0.0,0.89,0.0,0.2,1.0,5,92.99,90.9,221,73
0.91,0.89,0.97,0.97,0.89,0.68,0.0,0.89,0.01,0.27,1.0,4,89.74,91.59,221,74
0.9,0.9,0.95,0.99,0.91,0.69,0.0,0.9,0.02,0.33,1.0,5,85.68,91.5,221,75
0.91,0.92,0.96,0.99,0.89,0.68,0.0,0.9,0.01,0.4,1.0,4,86.23,91.98,221,76
0.92,0.94,0.96,0.99,0.91,0.67,0.0,0.9,0.01,0.4,1.0,4,83.01,92.7,221,77
0.92,0.95,0.95,1.0,0.89,0.69,0.0,0.91,0.02,0.47,1.0,2,74.72,89.01,221,78
0.96,0.97,0.99,1.0,0.91,0.69,0.0,0.89,0.01,0.53,1.0,0,78.73,88.94,221,79
0.59,0.49,0.46,0.35,0.39,0.59,0.28,0.76,0.1,0.2,0.77,4,71.46,80.27,222,0
0.6,0.49,0.48,0.33,0.37,0.58,0.2,0.77,0.09,0.2,0.77,2,67.13,75.31,222,1
0.65,0.53,0.5,0.36,0.42,0.63,0.18,0.74,0.07,0.2,0.77,1,69.51,78.71,222,2
0.64,0.53,0.48,0.32,0.42,0.61,0.2,0.77,0.09,0.2,0.77,1,71.57,82.63,222,3
0.63,0.5,0.47,0.3,0.41,0.57,0.18,0.79,0.11,0.27,0.77,2,60.54,77.87,222,4
0.66,0.55,0.53,0.32,0.46,0.58,0.2,0.77,0.09,0.33,0.77,3,69.88,77.46,222,5
0.65,0.56,0.53,0.32,0.49,0.58,0.18,0.77,0.06,0.2,0.77,3,81.19,76.56,222,6
0.66,0.55,0.56,0.35,0.5,0.61,0.18,0.77,0.02,0.0,0.77,0,80.83,80.81,222,7
0.64,0.53,0.55,0.36,0.51,0.6,0.2,0.77,0.01,0.07,0.81,2,69.74,76.1,222,8
0.67,0.59,0.57,0.41,0.52,0.65,0.22,0.74,0.01,0.13,0.81,4,70.63,76.36,222,9
0.68,0.6,0.57,0.43,0.53,0.67,0.15,0.75,0.0,0.2,0.81,4,73.36,77.39,222,10
0.68,0.6,0.56,0.41,0.55,0.66,0.12,0.76,0.0,0.2,0.81,5,69.49,77.49,222,11
0.69,0.58,0.58,0.42,0.54,0.65,0.12,0.76,0.0,0.27,0.81,2,65.39,72.82,222,12
0.73,0.62,0.63,0.47,0.56,0.68,0.1,0.73,0.0,0.27,0.81,0,74.28,75.65,222,13
0.73,0.61,0.62,0.45,0.55,0.68,0.08,0.73,0.0,0.2,0.84,5,68.19,75.21,222,14
